#cliente,Gama_Productos,rango_precio,Facturacion,Margen_Bruto,Facturacion_s_#Producto,Margen_s_Facturacion
C_2328,2,4,240,44,120,18
C_2329,24,1,17765,5228,740,29
C_233,4,1,34115,4563,8529,13
C_2330,7,1,2308,333,330,14
C_2331,12,1,89984,11538,7499,13
C_2332,7,1,8052,1893,1150,24
C_2333,4,2,866,174,217,20
C_2334,20,4,32436,12698,1622,39
C_2335,9,1,22127,2403,2459,11
C_2336,1,2,320,168,320,52
C_2337,3,1,6767,493,2256,7
C_2338,13,3,10099,1699,777,17
C_2339,3,1,9356,526,3119,6
C_234,10,1,6858,1024,686,15
C_2340,17,2,5015,978,295,19
C_2341,11,2,17068,1942,1552,11
C_2342,3,5,35025,4947,11675,14
C_2343,12,2,22128,2594,1844,12
C_2344,13,1,5691,677,438,12
C_2345,6,5,55885,13713,9314,25
C_2346,17,1,10257,1391,603,14
C_2347,3,5,2040,675,680,33
C_2348,2,5,2525,995,1263,39
C_2349,13,1,4463,484,343,11
C_235,24,3,8707,1363,363,16
C_2350,7,5,11348,2020,1621,18
C_2351,8,4,9426,2288,1178,24
C_2352,5,1,2685,405,537,15
C_2353,5,1,2685,405,537,15
C_2354,19,3,14743,3218,776,22
C_2355,5,3,2625,806,525,31
C_2356,8,4,3952,728,494,18
C_2357,1,4,1980,479,1980,24
C_2358,1,4,136,136,136,100
C_2359,23,1,14870,3441,647,23
C_236,11,5,8442,2647,767,31
C_2360,6,2,54655,7482,9109,14
C_2361,3,5,151,15,50,10
C_2362,6,5,7043,788,1174,11
C_2363,12,1,13027,2660,1086,20
C_2364,1,3,420,322,420,77
C_2365,1,1,311,46,311,15
C_2366,1,3,930,155,930,17
C_2367,1,3,7296,1375,7296,19
C_2368,1,3,65,5,65,7
C_2369,5,1,8141,894,1628,11
C_237,20,3,22511,5734,1126,25
C_2370,19,4,11124,3055,585,27
C_2371,3,1,19677,3993,6559,20
C_2372,19,3,29988,5100,1578,17
C_2373,3,5,991,510,330,51
C_2374,4,5,2400,1151,600,48
C_2375,6,1,4763,805,794,17
C_2376,4,1,16900,1786,4225,11
C_2377,19,1,11069,2043,583,18
C_2378,9,1,5439,1053,604,19
C_2379,15,4,3728,877,249,24
C_238,9,5,20010,3525,2223,18
C_2380,2,5,5840,3387,2920,58
C_2381,5,1,35255,3940,7051,11
C_2382,2,1,550,145,275,26
C_2383,4,4,705,158,176,22
C_2384,13,3,11028,1474,848,13
C_2385,13,4,17223,4020,1325,23
C_2386,1,1,445,53,445,12
C_2387,9,5,6407,780,712,12
C_2388,14,1,15205,2354,1086,15
C_2389,15,5,12893,3144,860,24
C_239,14,1,78556,11675,5611,15
C_2390,4,1,4821,2316,1205,48
C_2391,15,5,12893,3144,860,24
C_2392,15,1,16078,4721,1072,29
C_2393,7,5,2280,311,326,14
C_2394,14,1,33552,3171,2397,9
C_2395,1,2,260,48,260,19
C_2396,5,3,405,78,81,19
C_2397,9,4,4124,979,458,24
C_2398,2,5,1150,390,575,34
C_2399,3,4,3742,578,1247,15
C_24,8,1,4257,814,532,19
C_240,10,1,53551,6813,5355,13
C_2400,22,1,43738,8827,1988,20
C_2401,5,3,2102,910,420,43
C_2402,14,5,19854,4360,1418,22
C_2403,35,3,51042,11656,1458,23
C_2404,8,1,20828,3777,2604,18
C_2405,17,5,74406,16088,4377,22
C_2406,11,4,21369,5168,1943,24
C_2407,1,1,1840,120,1840,7
C_2408,3,5,3850,610,1283,16
C_241,48,4,65743,27426,1370,42
C_2410,16,2,64458,14183,4029,22
C_2411,7,2,24516,2998,3502,12
C_2412,11,1,4070,448,370,11
C_2413,5,1,2921,232,584,8
C_2414,3,5,14331,1594,4777,11
C_2415,3,1,4868,311,1623,6
C_2416,5,2,2825,302,565,11
C_2417,3,4,989,414,330,42
C_2418,27,3,25199,7388,933,29
C_2419,5,5,5353,2019,1071,38
C_242,13,1,77831,13354,5987,17
C_2420,6,1,1090,293,182,27
C_2421,9,3,8606,3874,956,45
C_2422,6,1,26202,5766,4367,22
C_2423,1,2,677,236,677,35
C_2424,4,1,7683,1817,1921,24
C_2425,7,3,5910,2161,844,37
C_2426,26,1,53317,15225,2051,29
C_2427,1,4,84,16,84,19
C_2428,3,3,995,112,332,11
C_2429,2,5,16800,949,8400,6
C_243,27,1,10787,2175,400,20
C_2430,4,4,1489,164,372,11
C_2431,11,5,20621,5699,1875,28
C_2432,1,1,1180,452,1180,38
C_2433,2,5,403,19,202,5
C_2434,8,1,6554,1779,819,27
C_2435,8,4,5343,1081,668,20
C_2436,4,1,7356,2665,1839,36
C_2437,30,4,55187,12851,1840,23
C_2438,13,4,12163,1604,936,13
C_2439,13,1,140755,21462,10827,15
C_244,2,1,428,265,214,62
C_2440,21,4,139419,26519,6639,19
C_2441,10,2,13411,3204,1341,24
C_2442,9,5,22342,3309,2482,15
C_2443,6,4,2574,849,429,33
C_2444,4,4,3355,712,839,21
C_2445,7,5,5920,2195,846,37
C_2446,1,1,240,41,240,17
C_2447,14,3,10975,2032,784,19
C_2448,7,3,2391,969,342,41
C_2449,6,4,1815,398,303,22
C_245,1,1,877,184,877,21
C_2450,23,3,21953,3896,954,18
C_2451,3,2,3755,235,1252,6
C_2452,19,4,10817,3221,569,30
C_2453,7,1,14647,3215,2092,22
C_2454,3,4,17450,3707,5817,21
C_2455,2,4,428,109,214,26
C_2456,4,1,956,84,239,9
C_2457,4,4,1052,319,263,30
C_2458,6,3,1452,267,242,18
C_2459,1,2,3210,127,3210,4
C_246,6,5,9660,3066,1610,32
C_2460,1,2,520,143,520,27
C_2461,8,5,2040,361,255,18
C_2462,10,3,12158,2218,1216,18
C_2463,1,1,125,19,125,15
C_2464,14,1,9697,2471,693,25
C_2465,3,3,1608,1043,536,65
C_2466,1,1,80,12,80,15
C_2467,4,1,676,82,169,12
C_2468,11,1,28143,6378,2558,23
C_2469,6,4,1862,259,310,14
C_247,34,3,53561,16469,1575,31
C_2470,12,2,3076,540,256,18
C_2471,35,1,185195,31758,5291,17
C_2472,10,5,17525,1938,1753,11
C_2473,1,2,3735,283,3735,8
C_2474,16,5,9670,1392,604,14
C_2475,3,5,2588,477,863,18
C_2476,6,4,2680,539,447,20
C_2477,7,4,17598,5773,2514,33
C_2478,7,5,1281,518,183,40
C_2479,2,3,635,264,318,42
C_248,4,3,51266,8667,12817,17
C_2480,2,5,942,114,471,12
C_2481,4,3,909,166,227,18
C_2482,14,1,22117,4963,1580,22
C_2483,9,4,15244,4133,1694,27
C_2484,8,5,8454,1680,1057,20
C_2485,1,2,128,10,128,8
C_2486,3,4,2730,484,910,18
C_2487,10,1,12271,2828,1227,23
C_2488,6,5,2430,1314,405,54
C_2489,1,4,704,97,704,14
C_249,3,5,2329,534,776,23
C_2490,16,4,4568,1344,286,29
C_2491,2,5,389,55,195,14
C_2492,3,4,1576,278,525,18
C_2493,9,4,3702,1108,411,30
C_2494,1,2,465,126,465,27
C_2495,14,4,12105,3139,865,26
C_2496,7,1,9177,1165,1311,13
C_2497,12,1,27611,5062,2301,18
C_2498,11,1,17523,4153,1593,24
C_2499,3,5,6822,993,2274,15
C_25,24,1,41587,10885,1733,26
C_250,1,1,1305,88,1305,7
C_2500,3,2,699,213,233,31
C_2501,5,5,4807,1027,961,21
C_2502,5,5,4483,1360,897,30
C_2503,2,5,356,83,178,23
C_2504,5,3,10415,3239,2083,31
C_2505,2,5,22930,5212,11465,23
C_2506,11,2,3137,661,285,21
C_2507,2,1,64708,311,32354,1
C_2508,8,4,4778,1298,597,27
C_2509,10,5,36423,5718,3642,16
C_251,28,1,37770,8504,1349,23
C_2510,2,5,1795,536,898,30
C_2511,2,5,1480,222,740,15
C_2512,24,5,18915,4416,788,23
C_2513,13,5,6793,1234,523,18
C_2514,6,5,12598,1758,2100,14
C_2515,1,4,4284,403,4284,9
C_2516,28,4,16892,4135,603,24
C_2517,40,3,27141,5978,679,22
C_2518,10,4,3449,1491,345,43
C_2519,2,5,123,6,62,5
C_252,20,1,46791,10730,2340,23
C_2520,7,3,12419,2821,1774,23
C_2521,6,5,4561,1530,760,34
C_2522,2,5,1415,456,708,32
C_2523,2,5,420,138,210,33
C_2524,25,4,12214,2824,489,23
C_2525,1,4,1120,500,1120,45
C_2526,13,1,10214,1765,786,17
C_2527,30,1,83960,20260,2799,24
C_2528,1,3,720,400,720,56
C_2529,1,4,143,48,143,33
C_253,2,2,540,271,270,50
C_2530,27,4,34678,9747,1284,28
C_2531,14,2,30690,9062,2192,30
C_2532,5,4,958,155,192,16
C_2533,8,3,6692,2757,837,41
C_2534,3,4,4430,1138,1477,26
C_2535,9,4,3815,1266,424,33
C_2537,1,4,80,26,80,32
C_2538,2,5,2790,460,1395,16
C_2539,6,1,7184,3506,1197,49
C_254,16,1,15348,2817,959,18
C_2540,4,5,2161,369,540,17
C_2541,3,5,1307,65,436,5
C_2542,13,1,59788,18393,4599,31
C_2543,13,1,59496,18457,4577,31
C_2544,1,1,300,2,300,1
C_2545,2,5,3075,1929,1538,63
C_2546,3,3,11700,4012,3900,34
C_2547,20,3,32575,6347,1629,19
C_2548,4,3,699,99,175,14
C_2549,1,1,1200,50,1200,4
C_255,23,1,73989,10038,3217,14
C_2550,17,3,85020,16675,5001,20
C_2551,6,5,5693,1179,949,21
C_2552,2,5,4212,686,2106,16
C_2553,22,1,28841,6061,1311,21
C_2554,11,3,11831,3051,1076,26
C_2555,4,3,2050,205,513,10
C_2556,4,4,3902,1308,976,34
C_2557,1,2,200,73,200,37
C_2558,6,5,5419,2610,903,48
C_2559,19,4,27188,5197,1431,19
C_256,26,3,26709,6025,1027,23
C_2560,15,3,23669,3757,1578,16
C_2561,19,4,27003,5085,1421,19
C_2562,5,4,585,90,117,15
C_2563,10,4,5029,1015,503,20
C_2564,7,1,21958,2321,3137,11
C_2565,3,4,714,62,238,9
C_2566,9,4,4164,477,463,11
C_2567,2,5,260,52,130,20
C_2568,1,4,300,106,300,35
C_2569,14,4,5919,1490,423,25
C_257,19,4,17461,3244,919,19
C_2570,2,5,2480,54,1240,2
C_2571,5,4,6243,1505,1249,24
C_2572,16,3,79886,13367,4993,17
C_2573,7,4,1761,282,252,16
C_2574,17,1,43619,10139,2566,23
C_2575,1,1,2250,200,2250,9
C_2576,10,1,1009,281,101,28
C_2577,6,5,14855,1904,2476,13
C_2578,5,5,2475,342,495,14
C_2579,9,2,6878,1921,764,28
C_258,32,3,27519,5142,860,19
C_2580,11,5,12783,2782,1162,22
C_2581,6,3,1638,322,273,20
C_2582,2,5,25856,10577,12928,41
C_2583,1,3,193,88,193,46
C_2584,5,1,1765,732,353,41
C_2585,7,5,5496,686,785,12
C_2586,2,4,2660,484,1330,18
C_2587,4,4,1119,205,280,18
C_2588,1,3,468,326,468,70
C_2589,13,4,18095,4379,1392,24
C_259,10,2,5197,1198,520,23
C_2590,5,5,1055,107,211,10
C_2591,2,5,128,44,64,35
C_2592,3,5,508,68,169,13
C_2593,1,3,1016,86,1016,8
C_2594,4,5,2333,450,583,19
C_2595,4,4,452,39,113,9
C_2596,10,5,6985,1659,699,24
C_2597,13,4,21208,4273,1631,20
C_2598,1,2,310,143,310,46
C_2599,2,5,1392,191,696,14
C_26,46,1,110092,25991,2393,24
C_260,1,1,765,128,765,17
C_2600,20,1,12050,1900,603,16
C_2601,1,4,245,19,245,8
C_2602,13,1,7229,1615,556,22
C_2603,9,5,1899,742,211,39
C_2604,6,4,2362,801,394,34
C_2605,9,5,4766,877,530,18
C_2606,18,1,32566,6833,1809,21
C_2607,3,4,1380,184,460,13
C_2608,4,4,2456,826,614,34
C_2609,10,1,3520,683,352,19
C_261,43,5,130663,30378,3039,23
C_2610,3,1,13364,1187,4455,9
C_2611,16,4,4512,1139,282,25
C_2612,13,4,8349,2645,642,32
C_2613,2,4,174,34,87,19
C_2614,1,1,2400,179,2400,7
C_2615,11,1,3862,789,351,20
C_2616,6,3,5248,1320,875,25
C_2617,2,5,2133,134,1067,6
C_2618,9,1,2233,488,248,22
C_2619,6,4,2507,373,418,15
C_262,5,4,2017,477,403,24
C_2620,3,4,3360,1726,1120,51
C_2621,4,1,1826,857,457,47
C_2622,19,3,11159,2013,587,18
C_2623,2,5,456,205,228,45
C_2624,1,2,3950,206,3950,5
C_2625,8,4,13102,3005,1638,23
C_2626,21,1,9633,2860,459,30
C_2627,15,5,86166,20573,5744,24
C_2628,3,1,4678,1986,1559,42
C_2629,2,5,1434,70,717,5
C_263,2,5,1136,371,568,33
C_2630,4,1,13352,6539,3338,49
C_2631,17,4,38226,3431,2249,9
C_2632,2,5,727,140,364,19
C_2633,5,5,804,131,161,16
C_2634,11,3,2276,481,207,21
C_2635,8,3,8594,1322,1074,15
C_2636,1,3,2445,324,2445,13
C_2637,15,5,32207,7669,2147,24
C_2638,37,3,38431,7783,1039,20
C_2639,10,4,16318,4154,1632,25
C_264,7,5,33498,4366,4785,13
C_2640,2,5,20869,6461,10435,31
C_2641,2,1,1440,691,720,48
C_2642,23,3,75789,7783,3295,10
C_2643,2,5,2760,319,1380,12
C_2644,2,4,715,247,358,34
C_2645,3,4,1013,206,338,20
C_2646,20,4,19381,4983,969,26
C_2647,7,2,14124,1778,2018,13
C_2648,5,4,2702,514,540,19
C_2649,18,3,6375,1445,354,23
C_265,30,5,39696,10167,1323,26
C_2650,3,2,540,107,180,20
C_2651,4,3,1417,175,354,12
C_2652,15,1,5365,1415,358,26
C_2653,3,3,374,117,125,31
C_2654,11,3,10758,1930,978,18
C_2655,6,2,3044,948,507,31
C_2656,9,3,6513,1029,724,16
C_2657,8,5,6617,1142,827,17
C_2658,2,5,696,180,348,26
C_2659,2,5,18718,2025,9359,11
C_266,6,1,50945,2165,8491,4
C_2660,1,4,1458,574,1458,39
C_2661,5,4,1180,276,236,23
C_2662,7,4,3387,918,484,27
C_2663,1,4,76,19,76,24
C_2664,2,5,3097,960,1549,31
C_2665,5,3,3736,783,747,21
C_2666,1,1,200,46,200,23
C_2667,5,3,1547,645,309,42
C_2668,2,5,1343,380,672,28
C_2669,24,2,34935,10619,1456,30
C_267,4,3,2185,775,546,35
C_2670,3,4,2258,394,753,17
C_2671,16,4,5151,1545,322,30
C_2672,1,2,4338,546,4338,13
C_2673,1,1,936,245,936,26
C_2674,1,3,125,20,125,16
C_2675,12,5,35566,10967,2964,31
C_2676,4,3,638,74,160,12
C_2677,37,3,64721,16980,1749,26
C_2678,9,1,18101,4449,2011,25
C_2679,10,1,9191,1594,919,17
C_268,36,3,49885,11680,1386,23
C_2680,1,1,150,56,150,38
C_2681,12,3,3342,891,279,27
C_2682,6,3,1415,410,236,29
C_2683,4,5,3104,795,776,26
C_2684,7,5,2279,283,326,12
C_2685,3,4,7704,2277,2568,30
C_2686,5,5,22684,3996,4537,18
C_2687,13,3,4990,1504,384,30
C_2688,6,1,4577,755,763,16
C_2689,4,5,2200,318,550,14
C_269,14,2,2263,419,162,19
C_2690,2,5,1268,71,634,6
C_2691,2,5,10343,2475,5172,24
C_2692,2,5,1442,901,721,62
C_2693,4,2,1007,111,252,11
C_2694,1,1,62,7,62,11
C_2695,18,1,24666,4774,1370,19
C_2696,4,5,1234,514,309,42
C_2697,10,3,14164,3787,1416,27
C_2698,6,4,5151,1269,859,25
C_2699,3,4,1092,338,364,31
C_27,1,3,132,18,132,14
C_270,10,1,21356,5907,2136,28
C_2700,12,4,4474,998,373,22
C_2701,2,5,304,109,152,36
C_2702,1,2,3456,1177,3456,34
C_2703,3,5,8974,2077,2991,23
C_2704,16,1,10758,3171,672,29
C_2705,4,5,3569,921,892,26
C_2706,25,3,26689,5402,1068,20
C_2707,8,4,2024,531,253,26
C_2708,4,3,1005,70,251,7
C_2709,9,1,2888,615,321,21
C_271,9,4,3215,884,357,27
C_2710,3,5,2980,369,993,12
C_2711,5,4,4069,778,814,19
C_2712,12,3,29788,5784,2482,19
C_2713,10,3,6472,2433,647,38
C_2714,2,1,24404,2175,12202,9
C_2715,6,4,7105,1485,1184,21
C_2716,13,2,24749,3889,1904,16
C_2717,4,5,849,150,212,18
C_2718,2,5,191,44,96,23
C_2719,2,1,25760,1057,12880,4
C_272,35,1,16107,3367,460,21
C_2720,15,4,27055,3597,1804,13
C_2721,4,1,16592,1490,4148,9
C_2722,30,1,12990,2773,433,21
C_2723,7,1,1329,434,190,33
C_2724,3,2,1525,647,508,42
C_2725,1,2,1280,264,1280,21
C_2726,7,1,26120,2982,3731,11
C_2727,20,4,33438,8858,1672,26
C_2728,14,1,6576,1175,470,18
C_2729,26,1,73022,14328,2809,20
C_273,22,3,27327,3726,1242,14
C_2730,3,4,1111,233,370,21
C_2731,11,3,81779,18221,7434,22
C_2732,2,4,87,46,44,52
C_2733,13,5,25620,9023,1971,35
C_2734,57,1,61570,12602,1080,20
C_2735,2,5,18496,2302,9248,12
C_2736,2,5,313,12,157,4
C_2737,3,1,25797,9317,8599,36
C_2738,15,5,22349,4927,1490,22
C_2739,2,1,18225,2224,9113,12
C_274,1,4,160,123,160,77
C_2740,2,5,1648,874,824,53
C_2741,33,3,101110,26201,3064,26
C_2742,7,4,861,197,123,23
C_2743,15,1,13764,2225,918,16
C_2744,4,3,17980,3152,4495,18
C_2745,1,3,1430,238,1430,17
C_2746,2,5,393,56,197,14
C_2747,2,4,351,106,176,30
C_2748,21,2,18187,3112,866,17
C_2749,1,3,132,36,132,27
C_275,16,3,83309,16993,5207,20
C_2750,31,4,44303,9950,1429,22
C_2751,1,1,1935,117,1935,6
C_2752,10,1,7153,2054,715,29
C_2753,1,2,550,254,550,46
C_2754,14,3,27102,5087,1936,19
C_2755,1,2,640,43,640,7
C_2756,1,4,711,562,711,79
C_2757,5,4,2584,466,517,18
C_2758,2,5,783,346,392,44
C_2759,7,5,1884,653,269,35
C_276,1,2,567,249,567,44
C_2760,16,4,7951,2116,497,27
C_2761,3,2,31531,5208,10510,17
C_2762,15,1,13423,6636,895,49
C_2763,2,5,1825,505,913,28
C_2764,5,3,4662,875,932,19
C_2765,2,5,3594,908,1797,25
C_2766,4,4,772,171,193,22
C_2767,10,3,10698,2720,1070,25
C_2768,6,1,19762,3652,3294,18
C_2769,5,1,2997,537,599,18
C_277,6,3,2031,513,339,25
C_2770,17,1,19573,4908,1151,25
C_2771,1,4,178,14,178,8
C_2772,2,2,276257,57532,138129,21
C_2773,3,1,536,66,179,12
C_2774,4,4,2715,1038,679,38
C_2775,13,3,10520,2836,809,27
C_2776,1,3,136,74,136,54
C_2777,9,2,1027,216,114,21
C_2778,2,5,330,83,165,25
C_2779,10,3,11055,2561,1106,23
C_278,7,5,7837,1136,1120,14
C_2780,3,3,2940,1390,980,47
C_2781,1,2,165,25,165,15
C_2782,8,1,1926,519,241,27
C_2783,5,2,33760,6440,6752,19
C_2784,1,3,122,7,122,6
C_2785,20,1,35327,6776,1766,19
C_2786,1,1,20496,1932,20496,9
C_2787,6,1,1739,331,290,19
C_2788,30,1,55632,11522,1854,21
C_2789,1,3,1410,304,1410,22
C_279,7,1,23998,3677,3428,15
C_2790,1,3,1410,304,1410,22
C_2791,1,3,340,111,340,33
C_2792,5,2,500,132,100,26
C_2793,1,4,1160,380,1160,33
C_2794,7,4,10389,2410,1484,23
C_2795,8,3,16377,2532,2047,15
C_2796,3,5,4048,761,1349,19
C_2797,10,4,2097,435,210,21
C_2798,4,1,68574,8212,17144,12
C_2799,1,2,2240,216,2240,10
C_28,18,4,4670,1038,259,22
C_280,7,1,3351,372,479,11
C_2800,4,5,658,296,165,45
C_2801,5,3,5615,1208,1123,22
C_2802,4,4,1600,596,400,37
C_2803,2,5,284,27,142,9
C_2804,1,3,940,203,940,22
C_2805,3,3,6625,641,2208,10
C_2806,9,1,3231,1101,359,34
C_2807,4,1,2240,297,560,13
C_2808,4,1,2180,286,545,13
C_2809,4,1,2340,301,585,13
C_281,5,5,11280,5111,2256,45
C_2810,9,4,2997,630,333,21
C_2811,15,5,51048,14276,3403,28
C_2812,1,1,462,19,462,4
C_2813,16,3,27585,4791,1724,17
C_2814,11,1,28491,4802,2590,17
C_2815,4,3,1073,234,268,22
C_2816,4,3,523,80,131,15
C_2817,15,1,24072,5736,1605,24
C_2818,19,3,19307,5256,1016,27
C_2819,2,5,900,282,450,31
C_282,5,1,35030,10375,7006,30
C_2820,2,3,850,108,425,13
C_2821,3,1,5140,2750,1713,54
C_2822,6,1,3295,767,549,23
C_2823,17,4,8583,2978,505,35
C_2824,5,5,4136,655,827,16
C_2825,2,4,2538,744,1269,29
C_2826,1,2,1482,863,1482,58
C_2827,10,1,6212,1152,621,19
C_2828,2,5,2054,218,1027,11
C_2829,3,4,368,144,123,39
C_283,27,4,51480,9555,1907,19
C_2830,1,2,979,386,979,39
C_2831,5,1,1552,723,310,47
C_2832,24,3,83071,47251,3461,57
C_2833,2,1,285,142,143,50
C_2834,9,3,5295,1475,588,28
C_2835,5,3,1286,565,257,44
C_2836,1,2,6765,1002,6765,15
C_2837,1,2,240,98,240,41
C_2838,8,1,4028,985,504,24
C_2839,8,3,10407,1774,1301,17
C_284,25,5,98017,13856,3921,14
C_2840,6,5,44021,7927,7337,18
C_2841,1,1,6100,904,6100,15
C_2842,6,3,1255,490,209,39
C_2843,13,4,33561,6690,2582,20
C_2844,4,1,3783,394,946,10
C_2845,1,4,86,20,86,23
C_2846,3,3,427,58,142,14
C_2847,6,1,5714,808,952,14
C_2848,7,1,17763,1830,2538,10
C_2849,6,2,17523,1101,2921,6
C_285,19,1,58379,9975,3073,17
C_2850,10,5,7451,2077,745,28
C_2851,1,1,324,117,324,36
C_2852,2,5,703,365,352,52
C_2853,7,1,64635,11756,9234,18
C_2854,3,5,3150,634,1050,20
C_2855,5,5,95607,93494,19121,98
C_2856,6,5,1841,189,307,10
C_2857,22,5,9102,2849,414,31
C_2858,17,1,54065,8041,3180,15
C_2859,4,5,6306,2927,1577,46
C_286,15,5,121310,20735,8087,17
C_2860,9,3,2918,456,324,16
C_2861,5,1,32716,3573,6543,11
C_2862,1,4,70,50,70,71
C_2863,3,4,920,142,307,15
C_2864,1,4,775,71,775,9
C_2865,1,1,1110,81,1110,7
C_2866,2,5,594,92,297,15
C_2867,5,1,5310,1211,1062,23
C_2868,13,1,42411,33485,3262,79
C_2869,16,4,36836,5908,2302,16
C_287,35,1,77005,15183,2200,20
C_2870,14,1,18226,2622,1302,14
C_2871,1,4,5810,767,5810,13
C_2872,1,4,4150,548,4150,13
C_2873,7,1,10852,1786,1550,16
C_2874,2,5,4563,693,2282,15
C_2875,1,3,953,99,953,10
C_2876,1,4,236,155,236,65
C_2877,3,5,289,63,96,22
C_2878,1,4,2334,321,2334,14
C_2879,9,2,4614,636,513,14
C_288,6,5,12938,3680,2156,28
C_2880,14,4,13212,3643,944,28
C_2881,1,1,1440,45,1440,3
C_2882,3,3,504,58,168,12
C_2883,8,3,3726,761,466,20
C_2884,12,3,18231,11020,1519,60
C_2885,5,5,1058,158,212,15
C_2886,2,5,807,393,404,49
C_2887,6,5,3441,1145,574,33
C_2888,2,5,25350,61,12675,1
C_2889,16,1,2979,825,186,28
C_289,25,1,98535,59552,3941,60
C_2890,4,2,1225,163,306,13
C_2891,3,1,21127,1710,7042,8
C_2892,16,1,12758,2724,797,21
C_2893,2,4,1076,179,538,17
C_2894,2,4,1073,257,537,24
C_2895,1,3,268,46,268,17
C_2896,3,1,7775,3301,2592,42
C_2897,4,2,2840,769,710,27
C_2898,5,4,20055,3263,4011,16
C_2899,7,4,25594,7016,3656,27
C_29,32,1,93004,12559,2906,14
C_290,1,1,31680,654,31680,2
C_2900,1,4,630,104,630,16
C_2901,3,2,5899,2374,1966,40
C_2902,14,1,20451,3660,1461,18
C_2903,2,1,2150,136,1075,6
C_2904,6,1,16407,3085,2735,19
C_2905,7,4,2796,972,399,35
C_2906,3,5,2260,993,753,44
C_2907,3,1,2600,415,867,16
C_2908,3,3,964,73,321,8
C_2909,7,3,8835,1366,1262,15
C_291,10,1,31726,5698,3173,18
C_2910,12,2,5392,849,449,16
C_2911,3,4,426,91,142,21
C_2912,5,4,751,254,150,34
C_2913,1,4,70,27,70,39
C_2914,3,1,10240,797,3413,8
C_2915,1,4,78,19,78,24
C_2916,3,4,352,117,117,33
C_2917,7,5,3049,1028,436,34
C_2918,3,1,11581,1600,3860,14
C_2919,2,5,3040,181,1520,6
C_292,41,1,36924,6768,901,18
C_2920,1,2,426,170,426,40
C_2921,1,2,60,17,60,28
C_2922,2,5,618,87,309,14
C_2923,4,2,7457,2553,1864,34
C_2924,1,4,84,18,84,22
C_2925,4,5,4084,838,1021,21
C_2926,1,1,370,30,370,8
C_2927,1,2,7329,519,7329,7
C_2928,1,1,696,324,696,47
C_2929,9,5,12751,1709,1417,13
C_293,8,3,11261,1808,1408,16
C_2930,1,4,920,242,920,26
C_2931,3,1,1993,437,664,22
C_2932,23,3,28236,6018,1228,21
C_2933,2,5,3957,395,1979,10
C_2934,6,5,9384,2028,1564,22
C_2935,1,3,165,30,165,18
C_2936,2,5,625,136,313,22
C_2937,2,5,333,181,167,54
C_2938,11,1,33979,6178,3089,18
C_2939,1,2,4716,702,4716,15
C_294,39,1,22015,4244,564,19
C_2940,4,4,1033,541,258,52
C_2941,14,1,58027,11144,4145,19
C_2942,13,3,9149,2346,704,26
C_2943,1,4,340,25,340,7
C_2944,3,1,10232,3157,3411,31
C_2945,1,2,258156,47559,258156,18
C_2946,5,1,22340,3541,4468,16
C_2947,1,1,986,88,986,9
C_2948,3,3,1200,146,400,12
C_2949,3,3,470,220,157,47
C_295,15,2,48644,4185,3243,9
C_2950,4,3,1244,187,311,15
C_2951,15,5,3624,845,242,23
C_2952,3,3,605,254,202,42
C_2953,1,4,375,186,375,50
C_2954,2,4,763,139,382,18
C_2955,1,2,2090,661,2090,32
C_2956,8,1,2480,724,310,29
C_2957,8,1,1165,339,146,29
C_2958,11,5,10706,2292,973,21
C_2959,12,5,33604,11311,2800,34
C_296,10,4,5454,1541,545,28
C_2960,1,4,76,16,76,21
C_2961,26,4,98694,13825,3796,14
C_2962,2,4,557,317,279,57
C_2963,13,2,3495,784,269,22
C_2964,8,3,2905,371,363,13
C_2965,8,3,2882,360,360,13
C_2966,1,1,390,4,390,1
C_2967,15,5,2928,524,195,18
C_2968,3,5,1131,237,377,21
C_2969,4,3,2456,524,614,21
C_297,9,5,2117,503,235,24
C_2970,2,5,3725,503,1863,13
C_2971,7,1,59754,8936,8536,15
C_2972,2,1,34963,3350,17482,10
C_2973,5,1,41708,9245,8342,22
C_2974,15,4,18289,2846,1219,16
C_2975,6,3,3973,594,662,15
C_2976,4,5,925,211,231,23
C_2977,9,2,6112,1371,679,22
C_2978,14,1,36040,10716,2574,30
C_2979,2,5,233,43,117,18
C_298,14,5,21290,7501,1521,35
C_2980,1,1,414,1,414,1
C_2981,7,1,6865,1788,981,26
C_2982,10,1,12082,2050,1208,17
C_2983,1,2,205,74,205,36
C_2984,2,5,2463,392,1232,16
C_2985,2,5,485,80,243,17
C_2986,5,4,2294,952,459,42
C_2987,3,2,527,32,176,6
C_2988,1,2,1568,551,1568,35
C_2989,4,4,1542,187,386,12
C_299,7,1,17779,1956,2540,11
C_2990,6,4,2214,809,369,37
C_2991,7,1,99474,7361,14211,7
C_2992,1,3,201,16,201,8
C_2993,1,3,2480,282,2480,11
C_2994,6,4,523,132,87,25
C_2995,5,1,1608,142,322,9
C_2996,3,1,12296,1107,4099,9
C_2997,5,1,2640,217,528,8
C_2998,1,3,96,44,96,46
C_2999,1,4,80,23,80,29
C_3,8,4,4352,909,544,21
C_30,1,2,218,19,218,9
C_300,9,3,2130,201,237,9
C_3000,9,4,6596,974,733,15
C_3001,1,2,60,39,60,65
C_3002,2,5,2944,448,1472,15
C_3003,1,3,270,170,270,63
C_3004,10,1,3899,724,390,19
