#cliente,Gama_Productos,rango_precio,Facturacion,Margen_Bruto,Facturacion_s_#Producto,Margen_s_#Producto,Margen_s_Facturacion
C_3606,12,2,8720,1336,727,111,15
C_3607,2,3,323,170,162,85,53
C_3608,1,2,180,7,180,7,4
C_3609,1,2,375,58,375,58,15
C_361,18,2,49429,8876,2746,493,18
C_3610,3,2,1028,18,343,6,2
C_3611,2,5,4191,487,2096,244,12
C_3612,2,5,638,195,319,98,30
C_3613,1,3,124,89,124,89,72
C_3614,11,2,7227,2355,657,214,33
C_3615,1,2,135,56,135,56,42
C_3616,3,2,1087,457,362,152,42
C_3617,1,2,69,32,69,32,47
C_3618,2,3,990,311,495,156,31
C_3619,2,5,1540,547,770,274,36
C_362,7,2,4952,566,707,81,11
C_3620,3,2,386,71,129,24,18
C_3621,2,3,3638,1712,1819,856,47
C_3622,19,2,23093,5541,1215,292,24
C_3623,2,2,601,277,301,139,46
C_3624,6,2,8716,3025,1453,504,35
C_3625,2,2,19268,3021,9634,1511,16
C_3626,21,2,58112,10883,2767,518,19
C_3627,1,2,297,195,297,195,66
C_3628,9,2,18755,4113,2084,457,22
C_3629,23,2,20255,7255,881,315,36
C_363,3,3,679,94,226,31,14
C_3630,6,5,1361,251,227,42,18
C_3631,2,5,1632,577,816,289,35
C_3632,16,3,4891,1162,306,73,24
C_3633,1,2,774,474,774,474,61
C_3634,1,2,5355,2141,5355,2141,40
C_3635,7,3,6415,1711,916,244,27
C_3636,6,3,8758,3541,1460,590,40
C_3637,2,2,1011,439,506,220,43
C_3638,3,2,1677,152,559,51,9
C_3639,1,3,110,33,110,33,30
C_364,1,2,648,211,648,211,33
C_3640,2,2,4253,1619,2127,810,38
C_3641,4,2,1244,479,311,120,39
C_3642,6,2,3699,333,617,56,9
C_3643,3,2,370,55,123,18,15
C_3644,4,3,854,321,214,80,38
C_3645,1,3,1368,242,1368,242,18
C_3646,2,5,4196,1747,2098,874,42
C_3647,1,2,2923,8,2923,8,0
C_3648,7,2,14657,1952,2094,279,13
C_3649,13,2,1705,258,131,20,15
C_365,24,2,14101,2016,588,84,14
C_3650,5,3,3426,877,685,175,26
C_3651,4,5,2386,716,597,179,30
C_3652,18,3,31588,9437,1755,524,30
C_3653,2,3,469,227,235,114,48
C_3654,2,3,3599,1689,1800,845,47
C_3655,3,2,10735,2677,3578,892,25
C_3656,1,2,120,14,120,14,11
C_3657,1,3,193,45,193,45,24
C_3658,11,3,4334,774,394,70,18
C_3659,1,2,805,430,805,430,53
C_366,28,2,39769,5101,1420,182,13
C_3660,6,2,21043,2311,3507,385,11
C_3661,3,2,2518,141,839,47,6
C_3662,2,5,2472,1206,1236,603,49
C_3663,1,2,935,514,935,514,55
C_3664,6,5,3002,501,500,84,17
C_3665,1,3,5847,2751,5847,2751,47
C_3666,2,5,8390,3420,4195,1710,41
C_3667,2,2,2503,8,1252,4,0
C_3668,2,5,9616,2638,4808,1319,27
C_3669,1,3,120,66,120,66,55
C_367,19,3,36348,5418,1913,285,15
C_3670,9,3,5027,1233,559,137,25
C_3671,2,5,212,68,106,34,32
C_3672,1,3,950,361,950,361,38
C_3673,1,2,84,35,84,35,42
C_3674,1,2,726,410,726,410,56
C_3675,4,3,33181,11318,8295,2830,34
C_3676,2,5,2288,448,1144,224,20
C_3677,1,3,540,335,540,335,62
C_3678,1,1,80,17,80,17,21
C_3679,2,2,729,74,365,37,10
C_368,8,2,4979,657,622,82,13
C_3680,2,2,2185,1003,1093,502,46
C_3681,1,3,3250,207,3250,207,6
C_3682,2,5,1011,358,506,179,35
C_3683,3,2,14947,1856,4982,619,12
C_3684,1,2,5100,2337,5100,2337,46
C_3685,1,1,5750,2746,5750,2746,48
C_3686,2,3,6227,3071,3114,1536,49
C_3687,1,2,150,81,150,81,54
C_3688,3,2,1082,326,361,109,30
C_3689,8,3,23141,7099,2893,887,31
C_369,32,5,45299,5880,1416,184,13
C_3690,5,3,5186,2381,1037,476,46
C_3691,1,2,784,40,784,40,5
C_3692,1,3,2340,760,2340,760,32
C_3693,1,3,3000,1161,3000,1161,39
C_3694,1,2,325,151,325,151,46
C_3695,1,2,263,29,263,29,11
C_3696,3,3,827,434,276,145,52
C_3697,24,2,51907,12490,2163,520,24
C_3698,18,2,8241,1134,458,63,14
C_3699,10,2,7876,787,788,79,10
C_37,5,2,1190,153,238,31,13
C_370,33,2,42275,5662,1281,172,13
C_3700,4,5,3472,1480,868,370,43
C_3701,4,2,9885,1850,2471,463,19
C_3702,5,2,3472,1002,694,200,29
C_3703,8,3,2643,606,330,76,23
C_3704,17,2,31711,5157,1865,303,16
C_3705,7,2,15037,2478,2148,354,16
C_3706,9,2,10272,1998,1141,222,19
C_3707,8,2,7081,2386,885,298,34
C_3708,14,2,10115,1572,723,112,16
C_3709,5,2,3011,427,602,85,14
C_371,54,2,117379,20718,2174,384,18
C_3710,1,1,2360,175,2360,175,7
C_3711,1,3,2640,185,2640,185,7
C_3712,3,2,3810,318,1270,106,8
C_3713,3,2,874,75,291,25,9
C_3714,2,5,1680,503,840,252,30
C_3715,8,3,8863,1391,1108,174,16
C_3716,3,2,3129,164,1043,55,5
C_3717,2,5,4458,1826,2229,913,41
C_3718,2,5,94,45,47,23,48
C_3719,1,2,2559,366,2559,366,14
C_372,10,2,23189,7829,2319,783,34
C_3720,12,2,21376,4229,1781,352,20
C_3721,1,2,325,45,325,45,14
C_3722,4,5,15365,2614,3841,654,17
C_3723,6,2,40799,6330,6800,1055,16
C_3724,2,2,855,67,428,34,8
C_3725,7,2,85235,12461,12176,1780,15
C_3726,1,2,245,15,245,15,6
C_3727,2,5,1680,507,840,254,30
C_3728,9,2,6160,1003,684,111,16
C_3729,2,2,945,44,473,22,5
C_373,3,2,369,52,123,17,14
C_3730,14,2,53597,15749,3828,1125,29
C_3731,2,5,6559,2569,3280,1285,39
C_3732,8,2,25669,3641,3209,455,14
C_3733,13,3,8710,2584,670,199,30
C_3734,1,2,64,11,64,11,17
C_3735,1,2,62,1,62,1,1
C_3736,1,3,360,139,360,139,39
C_3737,1,3,6,2,6,2,35
C_3738,2,5,284,60,142,30,21
C_3739,3,2,569,43,190,14,8
C_374,8,2,2653,936,332,117,35
C_3740,15,2,16835,3117,1122,208,19
C_3741,6,2,11219,979,1870,163,9
C_3742,13,2,49078,5822,3775,448,12
C_3743,1,3,240,146,240,146,61
C_3744,4,5,1238,294,310,74,24
C_3745,2,2,960,118,480,59,12
C_3746,2,2,960,118,480,59,12
C_3747,11,3,5478,861,498,78,16
C_3748,1,3,720,322,720,322,45
C_3749,8,2,15083,5714,1885,714,38
C_375,28,2,57934,11115,2069,397,19
C_3750,1,3,68,17,68,17,25
C_3751,1,2,1260,530,1260,530,42
C_3752,1,2,385,208,385,208,54
C_3753,7,3,6647,795,950,114,12
C_3754,13,2,33339,7735,2565,595,23
C_3755,2,2,10520,262,5260,131,2
C_3756,2,2,2300,169,1150,85,7
C_3757,2,3,2480,285,1240,143,12
C_3758,2,3,2480,285,1240,143,12
C_3759,1,1,6600,1755,6600,1755,27
C_376,16,3,8032,1926,502,120,24
C_3760,16,2,17156,2846,1072,178,17
C_3761,14,2,22494,6711,1607,479,30
C_3762,1,2,790,26,790,26,3
C_3763,1,2,468,7,468,7,1
C_3764,6,3,39250,14388,6542,2398,37
C_3765,12,2,4560,697,380,58,15
C_3766,1,3,966,34,966,34,3
C_3767,11,3,3506,729,319,66,21
C_3768,3,3,298,39,99,13,13
C_3769,3,3,299,50,100,17,17
C_377,39,2,50925,10218,1306,262,20
C_3770,2,5,2085,252,1043,126,12
C_3771,9,2,6125,1591,681,177,26
C_3772,2,5,234,38,117,19,16
C_3773,1,2,2589,376,2589,376,15
C_3774,1,2,2744,1270,2744,1270,46
C_3775,2,5,12969,5722,6485,2861,44
C_3776,8,2,46992,10064,5874,1258,21
C_3777,2,2,985,158,493,79,16
C_3778,10,2,1664,382,166,38,23
C_3779,8,3,4378,1404,547,176,32
C_378,31,5,74818,14769,2413,476,20
C_3780,1,3,965,357,965,357,37
C_3781,10,2,1251,358,125,36,29
C_3782,1,3,1056,401,1056,401,38
C_3783,1,2,395,19,395,19,5
C_3784,4,3,1735,538,434,135,31
C_3785,8,3,6380,1550,798,194,24
C_3786,21,2,55688,14963,2652,713,27
C_3787,19,3,26938,4125,1418,217,15
C_3788,11,2,10521,2349,956,214,22
C_3789,1,2,22350,375,22350,375,2
C_379,7,3,4439,634,634,91,14
C_3790,1,3,138,35,138,35,25
C_3791,1,3,685,290,685,290,42
C_3792,1,2,2925,358,2925,358,12
C_3793,1,2,2011,246,2011,246,12
C_3794,5,3,2741,176,548,35,6
C_3795,8,3,5934,1940,742,243,33
C_3796,12,2,20802,13954,1734,1163,67
C_3797,7,2,6814,628,973,90,9
C_3798,2,5,1316,306,658,153,23
C_3799,15,2,9310,2155,621,144,23
C_38,2,5,720,331,360,166,46
C_380,39,2,19102,3805,490,98,20
C_3800,6,2,2104,262,351,44,12
C_3801,1,2,833,6,833,6,1
C_3802,3,2,11553,756,3851,252,7
C_3803,12,2,7001,1159,583,97,17
C_3804,5,2,3450,687,690,137,20
C_3805,4,5,1348,108,337,27,8
C_3806,5,2,5680,634,1136,127,11
C_3807,6,2,63060,31971,10510,5329,51
C_3808,1,2,147,6,147,6,4
C_3809,1,3,1520,436,1520,436,29
C_381,27,2,13965,3112,517,115,22
C_3810,12,2,23939,5576,1995,465,23
C_3811,3,3,1638,749,546,250,46
C_3812,1,3,2600,137,2600,137,5
C_3813,3,5,1313,566,438,189,43
C_3814,3,5,1663,325,554,108,20
C_3815,12,2,5439,662,453,55,12
C_3816,2,5,2497,1139,1249,570,46
C_3817,2,2,1750,498,875,249,28
C_3818,1,2,650,100,650,100,15
C_3819,1,2,800,440,800,440,55
C_382,35,2,12126,2469,346,71,20
C_3820,1,1,2950,178,2950,178,6
C_3821,2,5,1159,348,580,174,30
C_3822,4,2,4925,580,1231,145,12
C_3823,5,3,1649,716,330,143,43
C_3824,1,2,102,44,102,44,43
C_3825,10,2,28469,6375,2847,638,22
C_3826,1,2,281,2,281,2,1
C_3827,1,2,120,11,120,11,9
C_3828,4,2,1642,127,411,32,8
C_3829,2,5,850,447,425,224,53
C_383,41,2,47297,7750,1154,189,16
C_3830,2,2,7300,2738,3650,1369,38
C_3831,14,2,19653,2372,1404,169,12
C_3832,4,2,2299,864,575,216,38
C_3833,2,5,588,209,294,105,36
C_3834,1,2,158,25,158,25,16
C_3835,2,5,5485,1798,2743,899,33
C_3836,10,2,21882,1684,2188,168,8
C_3837,2,2,91863,2225,45932,1113,2
C_3838,3,2,5085,211,1695,70,4
C_3839,1,3,990,49,990,49,5
C_384,19,2,82320,44124,4333,2322,54
C_3840,1,2,20,2,20,2,10
C_3841,10,3,863,100,86,10,12
C_3842,1,1,302,42,302,42,14
C_3843,4,2,8390,686,2098,172,8
C_3844,1,3,768,408,768,408,53
C_3845,3,3,614,162,205,54,26
C_3846,1,3,474,253,474,253,53
C_3847,10,2,2048,557,205,56,27
C_3848,1,2,2344,995,2344,995,42
C_3849,2,2,2231,307,1116,154,14
C_385,13,3,15136,3330,1164,256,22
C_3850,3,3,5388,3320,1796,1107,62
C_3851,13,2,11990,2655,922,204,22
C_3852,5,2,25578,1304,5116,261,5
C_3853,13,2,11990,2660,922,205,22
C_3854,1,2,2358,336,2358,336,14
C_3855,3,5,981,238,327,79,24
C_3856,4,2,3254,251,814,63,8
C_3857,1,3,83,16,83,16,20
C_3858,1,2,122,2,122,2,2
C_3859,3,2,24961,2198,8320,733,9
C_386,3,2,3400,430,1133,143,13
C_3860,1,2,2094,38,2094,38,2
C_3861,1,2,1396,25,1396,25,2
C_3862,4,2,4748,858,1187,215,18
C_3863,9,3,20868,3369,2319,374,16
C_3864,3,3,2124,1071,708,357,50
C_3865,3,2,467,119,156,40,26
C_3866,5,5,729,83,146,17,11
C_3867,2,3,1719,777,860,389,45
C_3868,1,2,6900,143,6900,143,2
C_3869,1,2,90,10,90,10,11
C_387,7,5,1148,349,164,50,30
C_3870,6,2,1111,277,185,46,25
C_3871,11,2,5686,1919,517,174,34
C_3872,27,2,10618,2373,393,88,22
C_3874,21,2,7648,1872,364,89,24
C_3875,6,3,4792,679,799,113,14
C_3876,11,2,7745,1415,704,129,18
C_3877,2,5,156,47,78,24,30
C_3878,5,3,6598,2380,1320,476,36
C_3879,4,2,632,68,158,17,11
C_388,18,2,21146,4037,1175,224,19
C_3880,2,5,3360,912,1680,456,27
C_3881,1,4,345,73,345,73,21
C_3882,1,2,2560,601,2560,601,23
C_3883,6,2,16270,3470,2712,578,21
C_3884,3,5,2285,502,762,167,22
C_3885,10,3,13362,2104,1336,210,16
C_3886,9,2,4584,621,509,69,14
C_3887,5,1,13542,1846,2708,369,14
C_3888,3,2,1207,582,402,194,48
C_3889,4,3,1145,519,286,130,45
C_389,3,2,429,98,143,33,23
C_3890,4,3,1145,519,286,130,45
C_3891,1,3,9300,2781,9300,2781,30
C_3892,4,2,1057,109,264,27,10
C_3893,1,3,240,127,240,127,53
C_3894,7,5,4584,453,655,65,10
C_3895,3,2,2349,924,783,308,39
C_3896,7,2,4082,305,583,44,7
C_3897,1,2,6000,279,6000,279,5
C_3898,2,2,3545,285,1773,143,8
C_3899,5,3,1490,638,298,128,43
C_39,13,2,19862,1557,1528,120,8
C_390,9,3,16188,4997,1799,555,31
C_3900,1,3,1800,399,1800,399,22
C_3901,1,1,3350,291,3350,291,9
C_3902,2,5,508,77,254,39,15
C_3903,3,2,2580,759,860,253,29
C_3904,2,2,950,224,475,112,24
C_3905,3,1,2820,92,940,31,3
C_3906,1,2,2484,486,2484,486,20
C_3907,11,2,10809,1197,983,109,11
C_3908,3,2,445,153,148,51,34
C_3909,3,2,5082,1053,1694,351,21
C_391,7,3,9321,1416,1332,202,15
C_3910,3,3,923,368,308,123,40
C_3911,14,3,11910,3044,851,217,26
C_3912,3,3,1486,369,495,123,25
C_3913,1,2,863,512,863,512,59
C_3914,1,2,53,7,53,7,14
C_3915,4,2,3192,231,798,58,7
C_3916,1,2,250,127,250,127,51
C_3917,2,5,351,172,176,86,49
C_3918,17,3,11503,3130,677,184,27
C_3919,17,3,9919,2530,583,149,26
C_392,19,2,18731,3610,986,190,19
C_3920,23,3,39014,7260,1696,316,19
C_3921,5,2,5847,1017,1169,203,17
C_3922,1,3,720,401,720,401,56
C_3923,2,3,2477,329,1239,165,13
C_3924,2,5,3289,1198,1645,599,36
C_3925,1,2,136,74,136,74,55
C_3926,1,2,400,218,400,218,55
C_3927,7,3,15354,5028,2193,718,33
C_3928,1,3,140,33,140,33,23
C_3929,14,2,8361,2179,597,156,26
C_393,20,2,5566,1053,278,53,19
C_3930,4,3,1217,541,304,135,44
C_3931,3,2,881,197,294,66,22
C_3932,17,5,4770,1224,281,72,26
C_3933,1,3,3000,749,3000,749,25
C_3934,1,2,333,1,333,1,0
C_3935,1,2,243,23,243,23,10
C_3936,3,3,2995,574,998,191,19
C_3937,3,2,3573,219,1191,73,6
C_3938,10,3,7102,2105,710,211,30
C_3939,2,5,2042,82,1021,41,4
C_394,45,2,126287,24166,2806,537,19
C_3940,13,2,18843,2358,1449,181,13
C_3941,1,2,173,102,173,102,59
C_3942,1,2,1242,29,1242,29,2
C_3943,14,2,7122,1998,509,143,28
C_3944,2,5,6388,1202,3194,601,19
C_3945,1,3,1237,462,1237,462,37
C_3946,6,2,2333,348,389,58,15
C_3947,5,3,12059,3190,2412,638,26
C_3948,6,5,6200,1374,1033,229,22
C_3949,9,3,9563,2244,1063,249,23
C_395,12,5,3861,578,322,48,15
C_3950,8,3,15172,2381,1897,298,16
C_3951,9,3,14039,2106,1560,234,15
C_3952,8,2,3995,922,499,115,23
C_3953,7,2,7588,499,1084,71,7
C_3954,6,2,2778,420,463,70,15
C_3955,5,2,10797,1302,2159,260,12
C_3956,1,2,3370,1792,3370,1792,53
C_3957,2,3,5111,692,2556,346,14
C_3958,22,2,86708,17565,3941,798,20
C_3959,2,5,330,30,165,15,9
C_396,36,2,179705,55612,4992,1545,31
C_3960,4,3,525,170,131,43,32
C_3961,1,3,657,410,657,410,62
C_3962,1,2,95,0,95,0,0
C_3963,1,2,383,134,383,134,35
C_3964,2,2,987,716,494,358,73
C_3965,18,2,22576,5531,1254,307,24
C_3966,1,3,2650,981,2650,981,37
C_3967,12,3,7261,850,605,71,12
C_3968,4,2,4636,138,1159,35,3
C_3969,10,3,157058,49401,15706,4940,31
C_397,16,2,52238,8234,3265,515,16
C_3970,5,2,4936,641,987,128,13
C_3971,8,3,4565,768,571,96,17
C_3972,20,2,8367,2516,418,126,30
C_3973,7,5,1432,500,205,71,35
C_3974,7,3,2097,542,300,77,26
C_3975,6,5,4675,1074,779,179,23
C_3976,7,3,5206,2023,744,289,39
C_3977,2,5,728,279,364,140,38
C_3978,1,2,300,14,300,14,5
C_3979,3,2,13960,550,4653,183,4
C_398,2,5,200,81,100,41,40
C_3980,7,5,2232,707,319,101,32
C_3981,16,2,14170,2794,886,175,20
C_3982,4,2,1931,252,483,63,13
C_3983,1,3,90,65,90,65,73
C_3984,5,2,790,227,158,45,29
C_3985,1,3,1860,851,1860,851,46
C_3986,1,3,210,35,210,35,16
C_3987,2,5,543,73,272,37,14
C_3988,2,5,785,304,393,152,39
C_3989,2,5,365,114,183,57,31
C_399,28,2,22120,9670,790,345,44
C_3990,19,2,5989,1837,315,97,31
C_3991,12,5,13027,4159,1086,347,32
C_3992,4,2,5186,1577,1297,394,30
C_3993,1,3,132,67,132,67,51
C_3994,5,3,10532,904,2106,181,9
C_3995,2,5,1041,34,521,17,3
C_3996,3,2,1636,239,545,80,15
C_3997,2,3,1140,601,570,301,53
C_3998,1,3,42,21,42,21,49
C_3999,4,3,4386,801,1097,200,18
C_4,10,2,5132,757,513,76,15
C_40,24,2,37893,6112,1579,255,16
C_400,17,2,6916,1807,407,106,26
C_4000,9,5,3654,902,406,100,25
C_4001,1,2,1595,728,1595,728,46
C_4002,1,1,620,235,620,235,38
C_4003,2,3,3494,1299,1747,650,37
C_4004,5,3,10532,904,2106,181,9
C_4005,1,3,1080,249,1080,249,23
C_4006,1,2,75,13,75,13,18
C_4007,8,2,59650,11398,7456,1425,19
C_4008,2,3,2129,752,1065,376,35
C_4009,1,2,14000,7690,14000,7690,55
C_401,7,2,2129,252,304,36,12
C_4010,2,3,5298,2354,2649,1177,44
C_4011,12,3,13500,3480,1125,290,26
C_4012,3,3,322,46,107,15,14
C_4013,2,5,440,123,220,62,28
C_4014,1,2,1040,97,1040,97,9
C_4015,2,5,1485,642,743,321,43
C_4016,2,5,1298,574,649,287,44
C_4017,15,2,20915,4226,1394,282,20
C_4018,2,5,1020,121,510,61,12
C_4019,2,5,876,425,438,213,49
C_402,6,3,3694,750,616,125,20
C_4020,1,4,1143,597,1143,597,52
C_4021,12,2,8737,1121,728,93,13
C_4022,3,2,5858,1243,1953,414,21
C_4023,1,2,1975,135,1975,135,7
C_4024,1,2,2765,188,2765,188,7
C_4025,6,5,1948,365,325,61,19
C_4026,8,3,17917,4521,2240,565,25
C_4027,4,2,669,60,167,15,9
C_4028,1,3,1680,557,1680,557,33
C_4029,14,5,13003,3489,929,249,27
C_403,1,3,980,385,980,385,39
C_4030,3,3,767,192,256,64,25
C_4031,1,2,805,476,805,476,59
C_4032,1,2,128,29,128,29,23
C_4033,6,3,5957,1992,993,332,33
C_4034,1,3,55,16,55,16,29
C_4035,1,2,675,315,675,315,47
C_4036,2,5,221,91,111,46,41
C_4037,2,5,221,91,111,46,41
C_4038,30,3,61367,13128,2046,438,21
C_4039,1,2,2380,133,2380,133,6
C_404,29,2,15712,2599,542,90,17
C_4040,6,3,4517,604,753,101,13
C_4041,1,2,3623,37,3623,37,1
C_4042,7,2,5085,1348,726,193,27
C_4043,2,3,153,12,77,6,8
C_4044,6,2,16235,1629,2706,272,10
C_4045,2,5,1620,877,810,439,54
C_4046,1,3,270,48,270,48,18
C_4047,4,2,870,60,218,15,7
C_4048,1,3,66,33,66,33,50
C_4049,3,3,1700,702,567,234,41
C_405,10,5,19802,3012,1980,301,15
C_4050,2,5,525,257,263,129,49
C_4051,1,3,113,15,113,15,13
C_4052,3,2,14152,3400,4717,1133,24
C_4053,2,5,470,106,235,53,23
C_4054,11,2,10132,2449,921,223,24
C_4055,1,3,1836,421,1836,421,23
C_4056,1,2,821,166,821,166,20
C_4057,15,3,7009,1188,467,79,17
C_4058,1,2,1133,389,1133,389,34
C_4059,1,2,162,56,162,56,34
C_406,3,3,540,88,180,29,16
C_4060,2,2,284,3,142,2,1
C_4061,16,2,52610,7121,3288,445,14
C_4062,7,2,1852,70,265,10,4
C_4063,9,2,7003,1024,778,114,15
C_4064,7,2,7578,1909,1083,273,25
C_4065,4,2,534,18,134,5,3
C_4066,1,2,847,293,847,293,35
C_4067,1,2,259,89,259,89,34
C_4068,3,2,3016,201,1005,67,7
C_4069,20,3,53073,12171,2654,609,23
C_407,20,2,38439,8016,1922,401,21
C_4070,1,3,2213,1053,2213,1053,48
C_4071,1,3,396,137,396,137,34
C_4072,5,3,1163,300,233,60,26
C_4073,1,2,7584,1692,7584,1692,22
C_4074,1,2,38160,757,38160,757,2
C_4075,1,2,10800,214,10800,214,2
C_4076,5,2,1429,224,286,45,16
C_4077,2,3,12509,5308,6255,2654,42
C_4078,10,2,25132,1667,2513,167,7
C_4079,2,5,472,100,236,50,21
C_408,8,2,2084,601,261,75,29
C_4080,10,2,25132,1671,2513,167,7
C_4081,14,2,10728,1403,766,100,13
C_4082,13,2,10728,1456,825,112,14
C_4083,4,2,3017,197,754,49,7
C_4084,1,3,4518,2002,4518,2002,44
C_4085,1,2,1400,769,1400,769,55
C_4086,1,2,400,11,400,11,3
C_4087,1,3,520,135,520,135,26
C_4088,1,2,2423,1018,2423,1018,42
C_4089,1,2,915,106,915,106,12
C_409,13,3,5831,1593,449,123,27
C_4090,1,2,787,179,787,179,23
C_4091,2,1,1571,319,786,160,20
C_4092,2,3,9429,3999,4715,2000,42
C_4093,3,2,281,61,94,20,22
C_4094,1,3,240,89,240,89,37
C_4095,2,5,48319,960,24160,480,2
C_4096,19,2,39215,5747,2064,302,15
C_4097,13,3,16531,3873,1272,298,23
C_4098,6,2,19515,7128,3253,1188,37
C_4099,13,2,25623,4470,1971,344,17
C_41,7,5,1714,632,245,90,37
C_410,21,2,37736,9434,1797,449,25
C_4100,1,2,158,21,158,21,13
C_4101,12,2,11075,1292,923,108,12
C_4102,2,5,8037,2987,4019,1494,37
C_4103,1,2,285,71,285,71,25
C_4104,4,3,1120,231,280,58,21
C_4105,1,2,40,10,40,10,25
C_4106,8,2,1602,176,200,22,11
C_4107,3,2,623,45,208,15,7
C_4108,1,2,177,3,177,3,2
C_4109,2,3,12400,348,6200,174,3
C_411,27,3,28289,4567,1048,169,16
C_4110,11,5,3562,864,324,79,24
C_4111,1,2,2490,1679,2490,1679,67
C_4112,2,2,8640,1026,4320,513,12
C_4113,2,2,8668,961,4334,481,11
C_4114,15,2,97812,16552,6521,1103,17
C_4115,1,3,640,25,640,25,4
C_4116,1,2,31906,3043,31906,3043,10
C_4117,2,5,1769,370,885,185,21
C_4118,4,2,11196,3909,2799,977,35
C_4119,2,5,2769,196,1385,98,7
C_412,52,3,113534,28218,2183,543,25
C_4120,1,3,1028,59,1028,59,6
C_4121,2,2,169,6,85,3,4
C_4122,8,2,10684,2192,1336,274,21
C_4123,7,2,102679,10624,14668,1518,10
C_4124,1,2,64,0,64,0,0
C_4125,11,2,4943,785,449,71,16
C_4126,1,2,288,172,288,172,60
C_4127,1,3,928,124,928,124,13
C_4128,2,2,8097,1835,4049,918,23
C_4129,1,3,297,70,297,70,24
C_413,10,5,4041,517,404,52,13
C_4130,5,3,5984,640,1197,128,11
C_4131,1,3,268,87,268,87,32
C_4132,5,2,4554,1625,911,325,36
C_4133,3,2,3245,186,1082,62,6
C_4134,1,1,900,156,900,156,17
C_4135,1,2,123,56,123,56,46
C_4136,11,2,15955,1892,1450,172,12
C_4137,1,2,82,12,82,12,14
C_4138,3,3,1601,316,534,105,20
C_4139,1,2,442,11,442,11,2
C_414,19,3,23547,3830,1239,202,16
C_4140,18,2,25970,4334,1443,241,17
C_4141,3,2,11363,578,3788,193,5
C_4142,4,3,1845,413,461,103,22
C_4143,1,3,1500,454,1500,454,30
C_4144,1,3,660,247,660,247,37
C_4145,1,2,1060,429,1060,429,41
C_4146,2,5,647,268,324,134,41
C_4147,1,2,400,6,400,6,2
C_4148,6,2,2447,501,408,84,20
C_4149,1,4,45969,43788,45969,43788,95
C_415,17,2,10319,950,607,56,9
C_4150,1,2,4930,161,4930,161,3
C_4151,1,2,4930,161,4930,161,3
C_4152,10,2,8705,2126,871,213,24
C_4153,2,2,994,349,497,175,35
C_4154,13,2,11816,4839,909,372,41
C_4155,5,2,2294,363,459,73,16
C_4156,2,5,506,123,253,62,24
C_4157,1,3,271,69,271,69,25
C_4158,5,2,15731,4035,3146,807,26
C_4159,11,2,2732,523,248,48,19
C_416,25,2,28163,5138,1127,206,18
C_4160,8,5,23892,2846,2987,356,12
C_4161,1,3,850,488,850,488,57
C_4162,17,2,7634,1542,449,91,20
C_4163,4,2,11928,746,2982,187,6
C_4164,13,3,8259,2120,635,163,26
C_4165,4,2,3711,1451,928,363,39
C_4166,1,2,73,19,73,19,26
C_4167,2,2,114,31,57,16,27
C_4168,4,2,1435,464,359,116,32
C_4169,1,3,2760,1016,2760,1016,37
C_417,34,2,30681,3685,902,108,12
C_4170,1,2,7,1,7,1,15
C_4171,1,2,7,1,7,1,15
C_4172,3,3,311,126,104,42,40
C_4173,1,2,464,39,464,39,8
C_4174,3,3,7424,1259,2475,420,17
C_4175,2,2,9827,3079,4914,1540,31
C_4176,1,2,80,1,80,1,1
C_4177,5,5,3871,477,774,95,12
C_4178,1,3,69,8,69,8,11
C_4179,9,2,2528,1113,281,124,44
C_418,35,3,62011,8683,1772,248,14
C_4180,18,2,11905,4353,661,242,37
C_4181,3,2,14860,4668,4953,1556,31
C_4182,10,3,4424,1889,442,189,43
C_4183,19,3,10360,2039,545,107,20
C_4184,19,3,10421,2063,548,109,20
C_4185,2,5,715,168,358,84,23
C_4186,3,2,883,182,294,61,21
C_4187,8,2,2897,454,362,57,16
C_4188,6,5,1060,165,177,28,16
C_4189,1,2,4,0,4,0,6
C_419,27,2,85980,12869,3184,477,15
C_4190,3,2,4474,1853,1491,618,41
C_4191,5,2,14425,3984,2885,797,28
C_4192,1,2,3525,1012,3525,1012,29
C_4193,14,3,5938,1251,424,89,21
C_4194,4,3,538,123,135,31,23
C_4195,2,5,912,647,456,324,71
C_4196,1,3,1170,421,1170,421,36
C_4197,2,5,4305,1696,2153,848,39
C_4198,6,2,5823,591,971,99,10
C_4199,2,5,8442,1166,4221,583,14
C_42,20,2,121991,20451,6100,1023,17
C_420,15,2,9686,1957,646,130,20
C_4200,4,2,572,98,143,25,17
C_4201,4,3,703,173,176,43,25
C_4202,5,2,514,146,103,29,28
C_4203,9,3,1651,430,183,48,26
C_4204,7,3,8933,2339,1276,334,26
C_4205,1,2,15532,797,15532,797,5
C_4206,11,2,15108,1058,1373,96,7
C_4207,1,2,4080,1033,4080,1033,25
C_4208,1,2,173,18,173,18,11
C_4209,1,3,164,18,164,18,11
C_421,2,2,840,57,420,29,7
C_4210,6,2,1568,334,261,56,21
C_4211,1,2,6,3,6,3,47
C_4212,1,3,1104,291,1104,291,26
C_4213,1,1,23600,102,23600,102,0
C_4214,12,2,3232,374,269,31,12
C_4215,7,2,2021,348,289,50,17
C_4216,1,2,1301,773,1301,773,59
C_4217,7,2,2176,526,311,75,24
C_4218,7,2,13906,2385,1987,341,17
C_4219,14,2,7866,1140,562,81,14
