ID Cliente,ID Producto,Precio Total
C_2005,P_244,1.600
C_1584,P_41,875
C_1584,P_57,191
C_1584,P_163,315
C_1584,P_273,23
C_1584,P_284,264
C_26,P_408,300
C_1244,P_185,3.318
C_1244,P_236,1.125
C_1244,P_245,1.500
C_511,P_297,4.715
C_1094,P_235,225
C_1094,P_236,563
C_1094,P_419,49
C_1170,P_236,345
C_1170,P_359,275
C_1170,P_419,50
C_746,P_41,119
C_746,P_350,85
C_746,P_408,68
C_746,P_419,6
C_3163,P_163,4.020
C_122,P_41,720
C_122,P_163,675
C_122,P_190,1.071
C_2378,P_57,434
C_2378,P_185,574
C_1915,P_41,2.975
C_1915,P_97,320
C_1915,P_185,3.950
C_1915,P_236,338
C_1408,P_163,1.224
C_1408,P_185,6.240
C_2015,P_430,125
C_2321,P_236,60
C_417,P_41,250
C_417,P_163,368
C_417,P_185,632
C_3164,P_41,374
C_3164,P_245,210
C_3164,P_359,1.123
C_3093,P_151,280
C_3165,P_151,240
C_3165,P_163,420
C_3165,P_185,948
C_3165,P_236,281
C_3165,P_245,170
C_2450,P_335,270
C_48,P_41,476
C_48,P_163,210
C_48,P_185,1.134
C_48,P_236,69
C_48,P_273,26
C_48,P_408,87
C_973,P_41,1.190
C_973,P_310,330
C_973,P_419,98
C_1428,P_350,170
C_1887,P_97,800
C_1887,P_185,1.975
C_674,P_57,191
C_674,P_421,220
C_1429,P_57,381
C_2191,P_297,598
C_3152,P_297,690
C_978,P_190,1.625
C_3166,P_163,945
C_866,P_57,650
C_866,P_408,160
C_984,P_41,248
C_984,P_151,501
C_984,P_163,373
C_984,P_185,557
C_984,P_236,115
C_867,P_23,110
C_3167,P_297,750
C_2172,P_41,238
C_2172,P_185,395
C_2172,P_236,113
C_1696,P_245,210
C_1696,P_360,445
C_1696,P_419,31
C_3168,P_163,2.397
C_2753,P_325,220
C_996,P_163,157
C_996,P_185,249
C_61,P_41,952
C_61,P_57,387
C_61,P_163,735
C_61,P_185,3.240
C_61,P_236,460
C_61,P_273,52
C_61,P_408,290
C_62,P_41,714
C_62,P_57,323
C_62,P_185,2.106
C_62,P_236,391
C_62,P_273,39
C_62,P_408,203
C_1001,P_57,186
C_1001,P_185,336
C_1001,P_236,63
C_1001,P_288,45
C_465,P_185,8.000
C_2052,P_273,7
C_3169,P_163,168
C_3170,P_41,132
C_3170,P_151,249
C_3170,P_163,225
C_3170,P_185,264
C_3170,P_236,63
C_3170,P_297,483
C_577,P_57,1.910
C_577,P_163,209
C_3171,P_38,336
C_3171,P_57,554
C_3171,P_185,1.185
C_3171,P_236,56
C_3171,P_344,45
C_3171,P_419,12
C_1013,P_190,9.150
C_1013,P_411,9.280
C_73,P_185,400
C_73,P_236,60
C_3172,P_163,1.035
C_195,P_38,1.008
C_195,P_297,1.500
C_801,P_297,960
C_703,P_41,952
C_703,P_63,60
C_703,P_344,178
C_703,P_419,25
C_3173,P_41,544
C_3173,P_163,479
C_3173,P_185,801
C_3173,P_236,313
C_3173,P_350,170
C_3173,P_423,525
C_1219,P_419,30
C_205,P_41,455
C_205,P_220,1.495
C_205,P_248,878
C_205,P_419,155
C_1714,P_163,104
C_3174,P_38,275
C_3174,P_163,360
C_3174,P_185,1.106
C_3174,P_236,180
C_3174,P_245,280
C_211,P_185,2.370
C_1982,P_373,414
C_3160,P_190,222
C_3160,P_408,79
C_3160,P_419,17
C_602,P_185,2.000
C_602,P_411,1.740
C_811,P_163,537
C_2558,P_8,108
C_496,P_373,450
C_496,P_432,504
C_496,P_41,390
C_496,P_185,445
C_496,P_221,563
C_496,P_245,170
C_496,P_387,425
C_496,P_419,16
C_1229,P_419,30
C_97,P_419,30
C_227,P_297,1.319
C_1316,P_41,378
C_1316,P_185,2.670
C_1316,P_221,1.560
C_1316,P_236,120
C_1316,P_373,400
C_1316,P_411,1.344
C_1316,P_419,21
C_1316,P_185,445
C_2563,P_38,81
C_2563,P_190,134
C_503,P_220,84.000
C_503,P_244,5.000
C_503,P_284,27.648
C_739,P_432,300
C_739,P_344,300
C_1582,P_163,746
C_1582,P_310,330
C_1584,P_163,368
C_1395,P_163,1.242
C_1395,P_236,1.120
C_1395,P_350,1.500
C_1395,P_419,60
C_251,P_185,3.950
C_251,P_211,350
C_251,P_236,450
C_251,P_309,1.170
C_251,P_388,750
C_251,P_419,50
C_256,P_42,580
C_256,P_163,1.225
C_256,P_185,1.680
C_256,P_310,110
C_256,P_350,80
C_31,P_163,3.724
C_2445,P_163,1.050
C_2010,P_185,602
C_3148,P_185,869
C_3148,P_419,44
C_3175,P_57,2.540
C_3175,P_310,4.800
C_261,P_41,1.296
C_1876,P_432,1.408
C_956,P_34,360
C_956,P_163,510
C_956,P_185,1.185
C_412,P_432,300
C_412,P_344,300
C_415,P_163,153
C_415,P_235,327
C_415,P_273,31
C_1599,P_34,460
C_1599,P_335,280
C_3176,P_63,60
C_2298,P_8,900
C_137,P_34,690
C_137,P_335,560
C_3094,P_41,500
C_3094,P_163,706
C_3094,P_185,675
C_1048,P_297,600
C_1048,P_432,550
C_3080,P_297,1.490
C_2600,P_218,59
C_294,P_41,240
C_294,P_185,240
C_154,P_70,435
C_1612,P_220,121
C_3177,P_8,120
C_861,P_8,600
C_2517,P_220,480
C_2517,P_236,60
C_1486,P_41,455
C_1486,P_220,1.495
C_1486,P_248,878
C_1486,P_419,62
C_2286,P_99,80
C_2286,P_185,158
C_2286,P_335,435
C_2816,P_41,124
C_2816,P_185,168
C_2816,P_419,7
C_3178,P_41,500
C_3178,P_163,655
C_3178,P_185,675
C_3179,P_41,121
C_3179,P_57,277
C_3179,P_185,280
C_3179,P_236,120
C_3179,P_288,81
C_1123,P_41,123
C_1123,P_57,277
C_1123,P_185,280
C_1123,P_236,120
C_1123,P_288,81
C_2734,P_41,238
C_2734,P_163,306
C_2734,P_185,395
C_2734,P_289,88
C_2734,P_408,75
C_681,P_41,244
C_681,P_185,474
C_3180,P_190,61
C_1279,P_419,30
C_563,P_57,130
C_563,P_185,119
C_563,P_236,28
C_563,P_245,40
C_3181,P_8,468
C_3181,P_297,1.327
C_565,P_57,130
C_565,P_185,119
C_565,P_236,28
C_565,P_245,40
C_992,P_310,440
C_3168,P_185,6.399
C_1055,P_297,600
C_1055,P_432,550
C_2359,P_41,372
C_2359,P_57,123
C_2359,P_163,362
C_2359,P_185,632
C_2359,P_236,173
C_2359,P_309,480
C_2359,P_350,320
C_3182,P_8,800
C_3182,P_113,40
C_3182,P_151,390
C_2487,P_163,1.050
C_2788,P_309,820
C_1349,P_185,2.670
C_1349,P_221,1.820
C_1349,P_236,480
C_1349,P_373,300
C_1349,P_419,71
C_2619,P_41,236
C_2619,P_233,1.264
C_1629,P_41,375
C_1629,P_163,306
C_1629,P_185,395
C_1927,P_41,1.300
C_1927,P_163,1.775
C_1927,P_190,2.904
C_1927,P_236,805
C_1927,P_335,285
C_1927,P_163,320
C_1895,P_57,1.495
C_1895,P_97,540
C_1895,P_408,640
C_1895,P_419,23
C_188,P_419,30
C_1631,P_41,2.380
C_1631,P_97,805
C_1631,P_185,4.050
C_1631,P_220,2.500
C_1631,P_273,112
C_1631,P_380,2.158
C_1631,P_387,4.813
C_190,P_161,32.096
C_190,P_185,9.200
C_190,P_220,18.750
C_190,P_284,5.520
C_190,P_387,5.040
C_472,P_218,88
C_69,P_344,110
C_1062,P_41,6.902
C_1062,P_57,6.776
C_1062,P_185,5.915
C_1062,P_236,3.150
C_3095,P_41,375
C_3095,P_163,403
C_3095,P_185,450
C_3075,P_8,90
C_195,P_297,1.500
C_583,P_163,621
C_583,P_335,290
C_2970,P_335,260
C_1068,P_297,2.128
C_1069,P_297,1.404
C_1978,P_163,470
C_79,P_221,375
C_79,P_284,3.000
C_79,P_408,73
C_3183,P_412,380
C_3184,P_41,622
C_3184,P_185,1.426
C_3184,P_236,353
C_81,P_41,390
C_81,P_185,480
C_81,P_221,700
C_81,P_387,880
C_81,P_419,23
C_343,P_38,216
C_343,P_41,372
C_343,P_190,1.650
C_343,P_222,460
C_343,P_236,120
C_343,P_350,140
C_82,P_38,420
C_82,P_163,714
C_82,P_245,280
C_82,P_289,370
C_710,P_23,106
C_710,P_41,122
C_710,P_185,89
C_710,P_236,63
C_592,P_233,1.575
C_592,P_373,1.276
C_806,P_41,240
C_806,P_185,400
C_806,P_248,740
C_806,P_284,120
C_806,P_418,3
C_1460,P_41,132
C_1460,P_163,216
C_1460,P_185,267
C_1460,P_236,125
C_1460,P_350,85
C_1306,P_421,1.000
C_2819,P_8,171
C_2819,P_113,8
C_86,P_185,716
C_494,P_41,2.499
C_494,P_350,680
C_494,P_419,92
C_1511,P_185,410
C_1511,P_220,405
C_1511,P_263,175
C_2634,P_38,76
C_1513,P_41,372
C_1513,P_190,924
C_1513,P_236,188
C_369,P_41,792
C_369,P_163,594
C_369,P_388,250
C_3185,P_297,90
C_927,P_190,3.250
C_3014,P_185,1.990
C_16,P_233,1.890
C_1156,P_97,2.430
C_1156,P_244,2.835
C_3186,P_41,960
C_3187,P_297,600
C_2371,P_41,2.940
C_102,P_235,1.125
C_102,P_419,120
C_503,P_284,10.752
C_3098,P_163,1.242
C_3188,P_372,224
C_378,P_41,300
C_378,P_163,466
C_378,P_185,720
C_3189,P_297,1.300
C_106,P_41,300
C_106,P_163,466
C_106,P_185,720
C_3190,P_8,132
C_108,P_41,4.480
C_108,P_163,1.620
C_108,P_190,6.240
C_108,P_221,9.720
C_108,P_408,1.400
C_3191,P_41,952
C_3191,P_163,562
C_3191,P_411,4.234
C_1239,P_190,449
C_1239,P_221,844
C_1239,P_310,58
C_1239,P_387,480
C_1240,P_190,449
C_1240,P_221,844
C_1240,P_310,58
C_1240,P_387,480
C_739,P_432,300
C_112,P_41,357
C_112,P_407,223
C_112,P_419,14
C_1939,P_263,2.960
C_1939,P_284,1.040
C_1939,P_408,900
C_1939,P_419,126
C_3192,P_163,2.898
C_1326,P_41,132
C_1326,P_185,80
C_1326,P_335,143
C_1164,P_23,240
C_1164,P_41,0
C_1164,P_185,1.422
C_1164,P_408,135
C_1164,P_419,6
C_1522,P_143,77
C_1522,P_245,75
C_1522,P_421,210
C_3193,P_344,870
C_944,P_310,2.640
C_1244,P_185,4.582
C_1784,P_432,1.400
C_1785,P_41,595
C_1785,P_185,557
C_1785,P_236,114
C_1785,P_245,69
C_1785,P_419,7
C_3194,P_163,357
C_394,P_41,992
C_394,P_151,980
C_394,P_163,12.420
C_394,P_185,1.620
C_394,P_236,360
C_394,P_245,490
C_3048,P_368,1.575
C_1473,P_23,2.832
C_1473,P_55,1.280
C_1473,P_200,1.434
C_3026,P_41,372
C_3026,P_57,123
C_3026,P_60,2.220
C_3026,P_270,1.117
C_3026,P_407,71
C_3175,P_151,900
C_3175,P_163,876
C_3175,P_310,1.920
C_2160,P_373,1.140
C_261,P_38,736
C_261,P_41,1.296
C_261,P_57,620
C_261,P_163,1.234
C_261,P_185,4.032
C_261,P_236,729
C_261,P_350,45
C_649,P_163,1.863
C_3195,P_297,450
C_2707,P_190,65
C_2707,P_335,143
C_3196,P_297,560
C_40,P_335,725
C_268,P_97,225
C_268,P_185,400
C_268,P_221,390
C_268,P_284,198
C_2261,P_163,835
C_409,P_41,252
C_409,P_185,574
C_409,P_236,64
C_409,P_245,75
C_410,P_185,84
C_412,P_432,300
C_3197,P_38,1.850
C_3197,P_236,1.250
C_2324,P_185,1.408
C_2324,P_220,910
C_2324,P_284,264
C_1257,P_8,60
C_3198,P_8,88
C_2514,P_163,1.553
C_2514,P_220,3.600
C_2514,P_284,540
C_1417,P_163,7.607
C_1417,P_421,3.680
C_1418,P_41,120
C_1418,P_40,330
C_1418,P_97,340
C_1418,P_200,1.050
C_1418,P_312,1.288
C_1181,P_41,1.260
C_1181,P_185,830
C_1181,P_244,360
C_3199,P_163,3.859
C_3200,P_309,396
C_3093,P_151,140
C_2188,P_163,255
C_1336,P_335,825
C_1423,P_163,1.242
C_425,P_76,220
C_425,P_335,130
C_3080,P_297,524
C_2944,P_57,177
C_2944,P_411,2.537
C_3201,P_8,816
C_3202,P_185,3.950
C_2190,P_236,125
C_2190,P_245,70
C_2190,P_335,405
C_432,P_185,567
C_432,P_245,75
C_1110,P_41,1.190
C_1110,P_57,305
C_1110,P_163,765
C_1110,P_185,1.580
C_1110,P_236,173
C_50,P_373,573
C_1547,P_38,283
C_1547,P_163,514
C_1547,P_185,790
C_1547,P_236,113
C_3203,P_190,140
C_3204,P_41,478
C_3204,P_163,785
C_3204,P_185,1.027
C_3204,P_236,285
C_3204,P_430,117
C_302,P_41,528
C_302,P_163,378
C_1960,P_41,528
C_1960,P_163,486
C_1960,P_190,845
C_1485,P_41,130
C_1485,P_163,169
C_1485,P_228,75
C_1485,P_312,288
C_556,P_185,246
C_556,P_419,15
C_168,P_38,280
C_168,P_57,192
C_168,P_236,115
C_3179,P_57,370
C_3179,P_185,400
C_3179,P_236,113
C_1433,P_41,132
C_867,P_23,220
C_1274,P_41,2.340
C_987,P_41,124
C_987,P_419,8
C_3205,P_185,320
C_3205,P_419,6
C_3168,P_185,11.376
C_684,P_185,1.990
C_566,P_185,796
C_176,P_41,1.260
C_176,P_236,188
C_3206,P_41,260
C_3206,P_163,153
C_3206,P_185,240
C_3206,P_245,80
C_1000,P_57,6.825
C_1492,P_310,480
C_783,P_42,324
C_783,P_185,1.975
C_783,P_200,494
C_3207,P_76,140
C_1832,P_309,1.053
C_2716,P_38,957
C_2716,P_163,1.357
C_2716,P_185,2.370
C_787,P_185,1.975
C_2051,P_245,140
C_2051,P_335,840
C_2051,P_408,80
C_2051,P_419,9
C_791,P_41,2.975
C_791,P_236,1.125
C_791,P_309,594
C_3208,P_151,140
C_3209,P_419,147
C_1706,P_161,18.880
C_1706,P_220,12.500
C_1706,P_284,3.450
C_3155,P_220,5.250
C_3155,P_284,1.656
C_1062,P_185,6.320
C_2274,P_163,835
C_794,P_97,400
C_794,P_163,1.096
C_794,P_245,270
C_794,P_335,383
C_796,P_63,473
C_796,P_163,925
C_796,P_309,390
C_73,P_151,140
C_73,P_163,107
C_1500,P_41,861
C_1500,P_185,1.672
C_1500,P_245,600
C_1500,P_284,140
C_1500,P_411,854
C_1500,P_419,29
C_494,P_41,952
C_1375,P_185,180
C_1575,P_57,986
C_3210,P_432,747
C_1381,P_163,158
C_232,P_221,977
C_232,P_423,640
C_380,P_185,162
C_380,P_273,8
C_380,P_387,352
C_2826,P_432,90
C_104,P_151,250
C_104,P_163,210
C_2291,P_97,80
C_2291,P_185,790
C_2291,P_308,920
C_2291,P_335,795
C_1661,P_34,376
C_1661,P_41,238
C_1661,P_264,178
C_945,P_38,228
C_945,P_163,735
C_945,P_185,1.185
C_945,P_236,260
C_2151,P_41,714
C_2151,P_185,3.160
C_2151,P_236,563
C_2151,P_245,300
C_2151,P_373,3.780
C_2151,P_419,19
C_3211,P_432,199
C_3212,P_8,585
C_3213,P_38,1.140
C_3213,P_57,680
C_3213,P_190,1.750
C_3213,P_419,108
C_524,P_185,1.312
C_524,P_263,1.485
C_524,P_284,177
C_524,P_419,15
C_2572,P_38,2.176
C_2572,P_97,1.920
C_2572,P_190,6.500
C_2572,P_419,224
C_3093,P_151,70
C_2265,P_38,693
C_2265,P_163,1.418
C_2265,P_190,2.100
C_2265,P_387,890
C_1739,P_185,410
C_156,P_151,250
C_50,P_41,119
C_50,P_185,316
C_50,P_408,68
C_50,P_421,377
C_3214,P_297,653
C_301,P_236,1.150
C_301,P_408,1.015
C_3215,P_41,119
C_3215,P_97,45
C_3215,P_185,632
C_3215,P_236,60
C_3215,P_284,62
C_3215,P_288,20
C_2806,P_163,630
C_1053,P_310,360
C_2548,P_163,26
C_2520,P_163,26
C_1442,P_38,308
C_1442,P_163,315
C_1442,P_190,1.610
C_1442,P_236,130
C_1442,P_419,26
C_2550,P_38,1.580
C_2550,P_185,3.560
C_2550,P_388,780
C_2550,P_419,112
C_1623,P_185,2.700
C_1623,P_236,420
C_1623,P_244,120
C_326,P_41,1.072
C_326,P_185,2.720
C_326,P_344,83
C_2967,P_297,108
C_2125,P_38,608
C_2125,P_185,1.185
C_2125,P_419,84
C_471,P_165,220
C_471,P_185,162
C_3208,P_151,70
C_3085,P_297,450
C_3216,P_432,178
C_1977,P_310,250
C_3217,P_432,178
C_3218,P_185,790
C_3218,P_236,450
C_3218,P_284,118
C_904,P_221,428
C_904,P_284,120
C_205,P_432,1.100
C_205,P_41,1.300
C_205,P_220,230
C_205,P_419,78
C_3219,P_38,1.680
C_3219,P_163,2.730
C_3219,P_185,4.510
C_3219,P_410,490
C_80,P_41,1.440
C_80,P_185,4.696
C_80,P_236,575
C_80,P_244,320
C_80,P_419,173
C_906,P_41,1.071
C_906,P_185,2.765
C_1071,P_163,263
C_1071,P_190,455
C_1071,P_236,59
C_1071,P_408,69
C_806,P_41,120
C_595,P_236,84
C_595,P_289,44
C_595,P_309,290
C_2315,P_236,84
C_2315,P_289,44
C_2315,P_309,290
C_3220,P_185,158
C_3221,P_297,900
C_720,P_344,23
C_2404,P_185,2.000
C_2404,P_411,1.475
C_2369,P_335,510
C_2143,P_185,336
C_2143,P_236,125
C_2143,P_419,18
C_815,P_41,714
C_815,P_236,338
C_815,P_245,280
C_369,P_41,396
C_369,P_221,875
C_369,P_236,130
C_3222,P_163,307
C_3222,P_185,474
C_3222,P_236,113
C_3132,P_297,2.795
C_3223,P_402,80
C_503,P_23,6.900
C_380,P_41,238
C_380,P_57,95
C_380,P_185,527
C_380,P_236,141
C_380,P_273,16
C_380,P_387,176
C_382,P_41,238
C_382,P_57,95
C_382,P_185,527
C_382,P_236,141
C_382,P_273,16
C_382,P_387,176
C_733,P_26,58
C_236,P_41,528
C_236,P_163,594
C_236,P_236,375
C_107,P_41,119
C_107,P_185,474
C_107,P_245,160
C_619,P_289,748
C_619,P_408,508
C_619,P_419,316
C_1865,P_41,130
C_1865,P_163,108
C_1865,P_185,1.780
C_1865,P_419,7
C_1030,P_163,714
C_1239,P_57,725
C_1240,P_57,725
C_240,P_411,6.380
C_1518,P_26,70
C_1518,P_76,130
C_241,P_41,397
C_241,P_163,466
C_241,P_185,730
C_241,P_236,143
C_241,P_350,183
C_241,P_408,106
C_2004,P_244,1.440
C_2005,P_41,1.190
C_628,P_38,84
C_628,P_163,158
C_628,P_185,172
C_628,P_235,63
C_2592,P_26,70
C_2592,P_76,130
C_942,P_185,4.108
C_3224,P_335,138
C_629,P_41,952
C_1162,P_126,2.800
C_1162,P_289,1.882
C_631,P_41,833
C_1660,P_373,540
C_1663,P_185,3.160
C_3225,P_163,315
C_3225,P_185,474
C_3225,P_236,169
C_31,P_163,3.467
C_3226,P_38,742
C_3226,P_185,1.218
C_3226,P_419,56
C_3135,P_163,1.760
C_3135,P_236,805
C_2377,P_253,310
C_520,P_34,210
C_520,P_82,135
C_520,P_163,219
C_520,P_185,552
C_520,P_244,160
C_3227,P_163,162
C_3227,P_270,800
C_3227,P_410,360
C_3212,P_432,480
C_1874,P_42,238
C_1874,P_185,79
C_1874,P_419,14
C_2991,P_38,1.476
C_2991,P_185,3.950
C_2991,P_410,2.010
C_839,P_344,100
C_2107,P_41,366
C_2107,P_185,1.027
C_2107,P_350,170
C_2107,P_408,145
C_2707,P_190,126
C_2707,P_335,280
C_265,P_163,274
C_265,P_185,504
C_265,P_236,123
C_265,P_245,85
C_3196,P_297,166
C_129,P_182,83
C_530,P_284,416
C_530,P_310,2.415
C_654,P_38,86
C_654,P_163,158
C_654,P_185,172
C_654,P_234,71
C_3228,P_185,8.800
C_3139,P_8,300
C_2573,P_408,78
C_3229,P_297,1.236
C_416,P_284,600
C_1537,P_325,110
C_419,P_57,2.258
C_419,P_163,1.418
C_419,P_185,3.081
C_419,P_220,750
C_419,P_411,185
C_1883,P_41,10.353
C_1883,P_185,24.300
C_1883,P_350,7.040
C_43,P_41,1.547
C_43,P_163,1.785
C_43,P_185,2.528
C_43,P_200,521
C_3230,P_432,870
C_3093,P_163,54
C_2542,P_432,215
C_2543,P_432,215
C_287,P_220,263
C_287,P_284,132
C_1265,P_41,125
C_1265,P_163,162
C_1265,P_220,188
C_1265,P_387,352
C_289,P_8,300
C_3109,P_297,669
C_1806,P_185,397
C_1806,P_297,849
C_1806,P_344,135
C_3201,P_8,840
C_2190,P_190,390
C_1739,P_41,60
C_1739,P_57,123
C_1739,P_151,140
C_1739,P_185,205
C_1739,P_236,125
C_1739,P_288,32
C_2036,P_41,60
C_2036,P_57,123
C_2036,P_185,205
C_2036,P_236,63
C_2036,P_288,32
C_2191,P_8,540
C_551,P_190,952
C_437,P_41,248
C_437,P_163,373
C_437,P_185,560
C_437,P_236,230
C_1547,P_151,250
C_1960,P_309,632
C_1049,P_151,360
C_2832,P_236,169
C_2832,P_411,580
C_767,P_50,400
C_311,P_11,2.376
C_315,P_41,397
C_315,P_163,466
C_315,P_185,730
C_315,P_236,143
C_315,P_350,183
C_315,P_408,106
C_1198,P_41,117
C_1198,P_163,155
C_1198,P_185,220
C_1198,P_350,60
C_1198,P_408,53
C_2304,P_41,1.300
C_2304,P_220,390
C_2304,P_284,130
C_2172,P_41,833
C_2172,P_185,1.501
C_2172,P_236,394
C_2384,P_185,1.900
C_1490,P_419,7
C_3231,P_8,420
C_3231,P_297,1.347
C_3182,P_151,650
C_3206,P_41,390
C_3206,P_163,357
C_3206,P_185,480
C_3206,P_245,160
C_570,P_185,4.977
C_570,P_236,650
C_1060,P_163,255
C_323,P_41,605
C_323,P_185,1.215
C_323,P_236,339
C_461,P_190,1.890
C_461,P_221,1.749
C_461,P_245,150
C_3232,P_41,378
C_3232,P_163,311
C_3232,P_190,325
C_1832,P_309,2.106
C_3233,P_151,365
C_2490,P_42,116
C_2490,P_421,196
C_790,P_185,680
C_790,P_273,24
C_3234,P_38,403
C_3234,P_57,615
C_3234,P_185,1.896
C_3234,P_236,113
C_3234,P_344,23
C_3234,P_419,18
C_1630,P_8,61
C_3235,P_163,1.744
C_1632,P_8,61
C_3208,P_163,54
C_3146,P_185,3.950
C_3236,P_297,1.200
C_3237,P_432,90
C_71,P_41,1.190
C_71,P_163,1.023
C_71,P_185,1.975
C_71,P_236,338
C_71,P_245,320
C_3216,P_185,80
C_3216,P_220,270
C_3216,P_236,115
C_3216,P_419,8
C_2309,P_8,122
C_3217,P_185,80
C_3217,P_220,270
C_3217,P_236,115
C_3217,P_419,8
C_801,P_41,595
C_801,P_185,800
C_801,P_350,300
C_801,P_419,6
C_3238,P_129,7.488
C_3239,P_163,1.512
C_81,P_41,520
C_81,P_185,720
C_81,P_419,31
C_1714,P_163,1.190
C_1508,P_163,378
C_351,P_163,362
C_351,P_344,300
C_351,P_419,57
C_489,P_41,868
C_489,P_163,378
C_489,P_185,1.920
C_489,P_236,260
C_489,P_350,770
C_489,P_408,75
C_489,P_419,28
C_2207,P_163,270
C_2207,P_245,83
C_2138,P_151,145
C_2139,P_151,145
C_355,P_288,194
C_3240,P_344,300
C_3241,P_344,25
C_2210,P_163,1.050
C_927,P_190,1.885
C_729,P_163,1.050
C_102,P_185,3.950
C_503,P_23,6.900
C_380,P_41,92
C_380,P_185,356
C_380,P_220,173
C_380,P_236,48
C_380,P_248,564
C_380,P_273,8
C_380,P_387,88
C_383,P_41,27
C_383,P_185,49
C_383,P_236,8
C_622,P_190,896
C_622,P_388,127
C_1239,P_57,508
C_1240,P_57,508
C_1033,P_41,488
C_1033,P_57,59
C_1033,P_163,578
C_1033,P_185,1.040
C_1033,P_236,120
C_1033,P_350,640
C_1033,P_408,150
C_626,P_220,115
C_626,P_284,60
C_387,P_185,168
C_387,P_335,140
C_251,P_402,60
C_1870,P_411,580
C_2974,P_34,186
C_3242,P_23,2.500
C_3242,P_185,462
C_3242,P_220,3.360
C_3242,P_284,1.056
C_31,P_163,50
C_2217,P_344,28
C_523,P_23,1.625
C_523,P_190,1.725
C_2449,P_312,685
C_2163,P_41,1.071
C_2163,P_97,440
C_2163,P_185,2.844
C_2163,P_236,506
C_957,P_344,245
C_411,P_41,1.488
C_411,P_163,486
C_411,P_185,2.460
C_411,P_350,460
C_411,P_411,1.584
C_1597,P_151,1.112
C_412,P_41,893
C_412,P_373,1.325
C_412,P_419,38
C_3072,P_163,255
C_1794,P_288,272
C_3243,P_41,768
C_3243,P_185,1.918
C_3243,P_236,540
C_1678,P_190,2.470
C_1678,P_244,3.000
C_758,P_185,246
C_2576,P_288,9
C_2223,P_309,585
C_2223,P_432,400
C_3244,P_233,2.360
C_856,P_297,1.200
C_672,P_41,248
C_672,P_185,553
C_672,P_419,7
C_3202,P_185,3.950
C_1887,P_57,879
C_1887,P_411,870
C_2114,P_8,90
C_298,P_151,520
C_3245,P_297,175
C_50,P_41,2.380
C_50,P_185,7.900
C_159,P_43,1.260
C_978,P_220,840
C_978,P_387,1.496
C_1817,P_163,333
C_1818,P_41,650
C_1818,P_163,576
C_1818,P_185,946
C_1818,P_245,160
C_1819,P_163,333
C_2832,P_236,169
C_2832,P_411,754
C_439,P_41,893
C_439,P_373,1.325
C_439,P_419,38
C_867,P_97,640
C_776,P_41,378
C_776,P_185,410
C_776,P_236,127
C_776,P_245,150
C_1439,P_41,595
C_1439,P_163,1.553
C_1439,P_185,2.370
C_1439,P_350,455
C_3246,P_163,3.417
C_1054,P_41,357
C_1054,P_57,727
C_566,P_26,65
C_453,P_344,220
C_3247,P_297,1.890
C_2343,P_41,476
C_2343,P_185,3.950
C_2343,P_408,270
C_2343,P_419,18
C_1893,P_151,1.620
C_2400,P_236,563
C_891,P_236,563
C_3248,P_419,280
C_335,P_335,135
C_335,P_411,116
C_192,P_344,96
C_1296,P_41,2.380
C_1296,P_185,5.135
C_1296,P_236,675
C_1296,P_411,6.435
C_1841,P_41,1.040
C_1841,P_163,288
C_1841,P_185,516
C_1841,P_245,80
C_795,P_41,780
C_795,P_163,1.314
C_3216,P_185,80
C_3216,P_220,270
C_3216,P_236,115
C_3216,P_419,8
C_1844,P_185,240
C_3217,P_185,80
C_3217,P_220,270
C_3217,P_236,115
C_3217,P_419,8
C_3249,P_288,50
C_3250,P_432,408
C_706,P_221,650
C_3251,P_233,1.240
C_3252,P_233,620
C_3253,P_42,119
C_3253,P_185,237
C_3253,P_419,7
C_1987,P_163,169
C_1987,P_185,425
C_1987,P_245,280
C_1987,P_419,18
C_213,P_419,21
C_2367,P_229,3.648
C_93,P_41,484
C_93,P_185,1.185
C_93,P_408,275
C_93,P_411,1.000
C_3254,P_41,130
C_16,P_408,540
C_2279,P_41,2.499
C_2279,P_185,4.977
C_2279,P_289,963
C_2279,P_419,66
C_618,P_40,216
C_618,P_185,395
C_2373,P_174,75
C_2373,P_373,900
C_621,P_190,897
C_621,P_236,65
C_621,P_408,152
C_621,P_419,26
C_1239,P_220,270
C_1240,P_220,270
C_2005,P_41,2.380
C_3088,P_185,4.424
C_116,P_41,476
C_116,P_185,1.067
C_116,P_350,255
C_116,P_373,91
C_116,P_407,284
C_3255,P_297,1.080
C_255,P_233,2.520
C_394,P_163,11.592
C_640,P_38,67
C_640,P_57,186
C_640,P_185,240
C_640,P_408,70
C_121,P_289,630
C_121,P_344,270
C_1473,P_163,3.267
C_520,P_8,120
C_523,P_23,1.250
C_523,P_190,1.380
C_523,P_220,2.160
C_523,P_284,528
C_649,P_99,73
C_649,P_163,621
C_2572,P_430,354
C_1408,P_185,1.760
C_650,P_41,130
C_650,P_190,414
C_650,P_220,68
C_650,P_236,192
C_1175,P_212,100
C_1175,P_322,415
C_1175,P_335,825
C_957,P_34,436
C_1794,P_41,390
C_1795,P_229,3.648
C_3150,P_335,405
C_1419,P_432,1.360
C_1182,P_297,2.234
C_3256,P_8,480
C_2029,P_185,850
C_2029,P_373,468
C_2029,P_408,225
C_2029,P_419,28
