#cliente,Gama_Productos,rango_precio,Facturacion,Margen_Bruto,Facturacion_s_#Producto,Margen_s_#Producto,Margen_s_Facturacion
C_36,4,4,1355,103,339,26,8
C_360,31,2,99985,13414,3225,433,13
C_3600,9,4,1237,159,137,18,13
C_3601,19,4,9153,1354,482,71,15
C_3602,1,2,61,1,61,1,2
C_3603,14,4,8147,1054,582,75,13
C_3604,11,4,7695,1594,700,145,21
C_3605,5,2,6448,2740,1290,548,42
C_3606,16,4,8720,1336,545,83,15
C_3607,2,2,323,170,162,85,53
C_3608,1,2,180,7,180,7,4
C_3609,1,2,375,58,375,58,15
C_361,72,4,49429,8876,687,123,18
C_3610,3,2,1028,18,343,6,2
C_3611,3,4,4191,487,1397,162,12
C_3612,2,2,638,195,319,97,30
C_3613,2,2,124,89,62,45,72
C_3614,12,2,7227,2355,602,196,33
C_3615,1,2,135,56,135,56,42
C_3616,6,2,1087,457,181,76,42
C_3617,2,2,69,32,34,16,47
C_3618,4,2,990,311,248,78,31
C_3619,2,2,1540,547,770,273,36
C_362,9,2,4952,566,550,63,11
C_3620,3,2,386,71,129,24,18
C_3621,5,2,3638,1712,728,342,47
C_3622,39,4,23093,5541,592,142,24
C_3623,2,2,601,277,301,138,46
C_3624,13,2,8716,3025,670,233,35
C_3625,6,2,19268,3021,3211,504,16
C_3626,58,4,58112,10883,1002,188,19
C_3627,1,2,297,195,297,195,66
C_3628,11,2,18755,4113,1705,374,22
C_3629,35,4,20255,7255,579,207,36
C_363,3,2,679,94,226,31,14
C_3630,8,2,1361,251,170,31,18
C_3631,8,2,1632,577,204,72,35
C_3632,33,4,4891,1162,148,35,24
C_3633,3,2,774,474,258,158,61
C_3634,4,2,5355,2141,1339,535,40
C_3635,14,4,6415,1711,458,122,27
C_3636,8,4,8758,3541,1095,443,40
C_3637,2,2,1011,439,506,219,43
C_3638,3,2,1677,152,559,51,9
C_3639,3,2,110,33,37,11,30
C_364,1,2,648,211,648,211,33
C_3640,5,2,4253,1619,851,324,38
C_3641,4,4,1244,479,311,120,39
C_3642,6,2,3699,333,616,55,9
C_3643,6,2,370,55,62,9,15
C_3644,4,2,854,321,214,80,38
C_3645,2,2,1368,242,684,121,18
C_3646,7,2,4196,1747,599,250,42
C_3647,1,2,2923,8,2923,8,0
C_3648,7,4,14657,1952,2094,279,13
C_3649,14,4,1705,258,122,18,15
C_365,40,4,14101,2016,353,50,14
C_3650,6,2,3426,877,571,146,26
C_3651,5,2,2386,716,477,143,30
C_3652,24,4,31588,9437,1316,393,30
C_3653,2,2,469,227,235,113,48
C_3654,5,2,3599,1689,720,338,47
C_3655,7,2,10735,2677,1534,382,25
C_3656,1,2,120,14,120,14,11
C_3657,1,2,193,45,193,45,24
C_3658,15,2,4334,774,289,52,18
C_3659,2,2,805,430,403,215,53
C_366,74,4,39769,5101,537,69,13
C_3660,13,2,21043,2311,1619,178,11
C_3661,4,2,2518,141,629,35,6
C_3662,6,2,2472,1206,412,201,49
C_3663,2,2,935,514,468,257,55
C_3664,6,2,3002,501,500,83,17
C_3665,6,2,5847,2751,974,458,47
C_3666,13,2,8390,3420,645,263,41
C_3667,2,2,2503,8,1252,4,0
C_3668,3,2,9616,2638,3205,879,27
C_3669,1,2,120,66,120,66,55
C_367,33,2,36348,5418,1101,164,15
C_3670,10,4,5027,1233,503,123,25
C_3671,2,4,212,68,106,34,32
C_3672,1,2,950,361,950,361,38
C_3673,1,2,84,35,84,35,42
C_3674,3,2,726,410,242,137,56
C_3675,8,4,33181,11318,4148,1415,34
C_3676,2,4,2288,448,1144,224,20
C_3677,1,2,540,335,540,335,62
C_3678,1,1,80,17,80,17,21
C_3679,3,2,729,74,243,25,10
C_368,8,2,4979,657,622,82,13
C_3680,4,2,2185,1003,546,251,46
C_3681,4,2,3250,207,813,52,6
C_3682,3,4,1011,358,337,119,35
C_3683,6,2,14947,1856,2491,309,12
C_3684,8,2,5100,2337,638,292,46
C_3685,2,1,5750,2746,2875,1373,48
C_3686,6,2,6227,3071,1038,512,49
C_3687,1,2,150,81,150,81,54
C_3688,3,2,1082,326,361,109,30
C_3689,14,2,23141,7099,1653,507,31
C_369,66,4,45299,5880,686,89,13
C_3690,5,2,5186,2381,1037,476,46
C_3691,2,2,784,40,392,20,5
C_3692,3,2,2340,760,780,253,32
C_3693,4,2,3000,1161,750,290,39
C_3694,1,2,325,151,325,151,46
C_3695,1,2,263,29,263,29,11
C_3696,3,2,827,434,276,145,52
C_3697,48,4,51907,12490,1081,260,24
C_3698,26,4,8241,1134,317,44,14
C_3699,13,4,7876,787,606,61,10
C_37,5,2,1190,153,238,31,13
C_370,57,4,42275,5662,742,99,13
C_3700,8,2,3472,1480,434,185,43
C_3701,4,4,9885,1850,2471,462,19
C_3702,15,2,3472,1002,231,67,29
C_3703,9,2,2643,606,294,67,23
C_3704,27,4,31711,5157,1174,191,16
C_3705,9,4,15037,2478,1671,275,16
C_3706,13,4,10272,1998,790,154,19
C_3707,20,2,7081,2386,354,119,34
C_3708,14,2,10115,1572,722,112,16
C_3709,8,2,3011,427,376,53,14
C_371,160,4,117379,20718,734,129,18
C_3710,1,1,2360,175,2360,175,7
C_3711,2,2,2640,185,1320,93,7
C_3712,3,4,3810,318,1270,106,8
C_3713,3,4,874,75,291,25,9
C_3714,4,4,1680,503,420,126,30
C_3715,13,2,8863,1391,682,107,16
C_3716,5,4,3129,164,626,33,5
C_3717,4,2,4458,1826,1115,456,41
C_3718,2,4,94,45,47,23,48
C_3719,2,2,2559,366,1280,183,14
C_372,16,4,23189,7829,1449,489,34
C_3720,14,4,21376,4229,1527,302,20
C_3721,1,2,325,45,325,45,14
C_3722,6,2,15365,2614,2561,436,17
C_3723,15,4,40799,6330,2720,422,16
C_3724,4,2,855,67,214,17,8
C_3725,20,4,85235,12461,4262,623,15
C_3726,1,2,245,15,245,15,6
C_3727,4,4,1680,507,420,127,30
C_3728,12,2,6160,1003,513,84,16
C_3729,6,2,945,44,158,7,5
C_373,4,2,369,52,92,13,14
C_3730,15,4,53597,15749,3573,1050,29
C_3731,16,2,6559,2569,410,161,39
C_3732,10,4,25669,3641,2567,364,14
C_3733,19,2,8710,2584,458,136,30
C_3734,1,2,64,11,64,11,17
C_3735,1,2,62,1,62,1,1
C_3736,1,2,360,139,360,139,39
C_3737,1,2,6,2,6,2,35
C_3738,2,2,284,60,142,30,21
C_3739,3,2,569,43,190,14,8
C_374,8,2,2653,936,332,117,35
C_3740,21,4,16835,3117,802,148,19
C_3741,12,2,11219,979,935,82,9
C_3742,22,4,49078,5822,2231,265,12
C_3743,1,2,240,146,240,146,61
C_3744,4,4,1238,294,310,73,24
C_3745,2,2,960,118,480,59,12
C_3746,2,2,960,118,480,59,12
C_3747,13,4,5478,861,421,66,16
C_3748,1,2,720,322,720,322,45
C_3749,10,4,15083,5714,1508,571,38
C_375,42,4,57934,11115,1379,265,19
C_3750,1,2,68,17,68,17,25
C_3751,3,2,1260,530,420,177,42
C_3752,1,2,385,208,385,208,54
C_3753,13,4,6647,795,511,61,12
C_3754,24,4,33339,7735,1389,322,23
C_3755,2,2,10520,262,5260,131,2
C_3756,2,2,2300,169,1150,84,7
C_3757,2,2,2480,285,1240,143,12
C_3758,2,2,2480,285,1240,143,12
C_3759,2,1,6600,1755,3300,877,27
C_376,20,2,8032,1926,402,96,24
C_3760,35,4,17156,2846,490,81,17
C_3761,29,4,22494,6711,776,231,30
C_3762,1,2,790,26,790,26,3
C_3763,1,2,468,7,468,7,1
C_3764,8,4,39250,14388,4906,1799,37
C_3765,17,4,4560,697,268,41,15
C_3766,1,2,966,34,966,34,3
C_3767,12,2,3506,729,292,61,21
C_3768,3,2,298,39,99,13,13
C_3769,3,2,299,50,100,17,17
C_377,59,4,50925,10218,863,173,20
C_3770,2,4,2085,252,1043,126,12
C_3771,10,2,6125,1591,612,159,26
C_3772,2,2,234,38,117,19,16
C_3773,1,2,2589,376,2589,376,15
C_3774,5,2,2744,1270,549,254,46
C_3775,9,2,12969,5722,1441,636,44
C_3776,14,2,46992,10064,3357,719,21
C_3777,2,2,985,158,493,79,16
C_3778,13,2,1664,382,128,29,23
C_3779,14,2,4378,1404,313,100,32
C_378,74,4,74818,14769,1011,200,20
C_3780,4,2,965,357,241,89,37
C_3781,14,2,1251,358,89,26,29
C_3782,1,2,1056,401,1056,401,38
C_3783,1,2,395,19,395,19,5
C_3784,6,2,1735,538,289,90,31
C_3785,10,4,6380,1550,638,155,24
C_3786,60,4,55688,14963,928,249,27
C_3787,24,4,26938,4125,1122,172,15
C_3788,18,2,10521,2349,584,131,22
C_3789,1,2,22350,375,22350,375,2
C_379,9,2,4439,634,493,70,14
C_3790,1,2,138,35,138,35,25
C_3791,1,2,685,290,685,290,42
C_3792,2,2,2925,358,1462,179,12
C_3793,1,2,2011,246,2011,246,12
C_3794,8,2,2741,176,343,22,6
C_3795,12,4,5934,1940,495,162,33
C_3796,18,4,20802,13954,1156,775,67
C_3797,9,2,6814,628,757,70,9
C_3798,2,4,1316,306,658,153,23
C_3799,24,4,9310,2155,388,90,23
C_38,2,2,720,331,360,166,46
C_380,84,4,19102,3805,227,45,20
C_3800,6,2,2104,262,351,44,12
C_3801,1,2,833,6,833,6,1
C_3802,5,2,11553,756,2311,151,7
C_3803,18,4,7001,1159,389,64,17
C_3804,6,2,3450,687,575,115,20
C_3805,4,2,1348,108,337,27,8
C_3806,5,2,5680,634,1136,127,11
C_3807,14,4,63060,31971,4504,2284,51
C_3808,1,2,147,6,147,6,4
C_3809,2,2,1520,436,760,218,29
C_381,41,2,13965,3112,341,76,22
C_3810,13,4,23939,5576,1841,429,23
C_3811,5,2,1638,749,328,150,46
C_3812,2,2,2600,137,1300,69,5
C_3813,5,4,1313,566,263,113,43
C_3814,4,4,1663,325,416,81,20
C_3815,16,2,5439,662,340,41,12
C_3816,6,2,2497,1139,416,190,46
C_3817,4,2,1750,498,437,124,28
C_3818,2,2,650,100,325,50,15
C_3819,2,2,800,440,400,220,55
C_382,58,4,12126,2469,209,43,20
C_3820,1,1,2950,178,2950,178,6
C_3821,3,2,1159,348,386,116,30
C_3822,4,2,4925,580,1231,145,12
C_3823,7,2,1649,716,236,102,43
C_3824,1,2,102,44,102,44,43
C_3825,29,4,28469,6375,982,220,22
C_3826,1,2,281,2,281,2,1
C_3827,1,2,120,11,120,11,9
C_3828,4,4,1642,127,410,32,8
C_3829,2,2,850,447,425,224,53
C_383,117,4,47297,7750,404,66,16
C_3830,10,2,7300,2738,730,274,38
C_3831,15,4,19653,2372,1310,158,12
C_3832,4,2,2299,864,575,216,38
C_3833,4,2,588,209,147,52,36
C_3834,1,2,158,25,158,25,16
C_3835,5,2,5485,1798,1097,360,33
C_3836,11,2,21882,1684,1989,153,8
C_3837,3,2,91863,2225,30621,742,2
C_3838,3,2,5085,211,1695,70,4
C_3839,2,2,990,49,495,24,5
C_384,46,4,82320,44124,1790,959,54
C_3840,1,2,20,2,20,2,10
C_3841,10,2,863,100,86,10,12
C_3842,1,1,302,42,302,42,14
C_3843,4,2,8390,686,2097,171,8
C_3844,1,2,768,408,768,408,53
C_3845,4,2,614,162,154,40,26
C_3846,3,2,474,253,158,84,53
C_3847,14,4,2048,557,146,40,27
C_3848,1,2,2344,995,2344,995,42
C_3849,4,2,2231,307,558,77,14
C_385,16,4,15136,3330,946,208,22
C_3850,8,2,5388,3320,673,415,62
C_3851,23,2,11990,2655,521,115,22
C_3852,5,2,25578,1304,5116,261,5
C_3853,24,2,11990,2660,500,111,22
C_3854,1,2,2358,336,2358,336,14
C_3855,4,4,981,238,245,59,24
C_3856,4,4,3254,251,814,63,8
C_3857,1,2,83,16,83,16,20
C_3858,1,2,122,2,122,2,2
C_3859,4,2,24961,2198,6240,549,9
C_386,6,2,3400,430,567,72,13
C_3860,1,2,2094,38,2094,38,2
C_3861,1,2,1396,25,1396,25,2
C_3862,5,2,4748,858,950,172,18
C_3863,12,2,20868,3369,1739,281,16
C_3864,5,2,2124,1071,425,214,50
C_3865,3,2,467,119,156,40,26
C_3866,5,4,729,83,146,17,11
C_3867,3,2,1719,777,573,259,45
C_3868,1,2,6900,143,6900,143,2
C_3869,1,2,90,10,90,10,11
C_387,7,4,1148,349,164,50,30
C_3870,7,2,1111,277,159,40,25
C_3871,15,4,5686,1919,379,128,34
C_3872,53,4,10618,2373,200,45,22
C_3874,39,4,7648,1872,196,48,24
C_3875,6,2,4792,679,799,113,14
C_3876,17,2,7745,1415,456,83,18
C_3877,2,4,156,47,78,23,30
C_3878,6,2,6598,2380,1100,397,36
C_3879,4,2,632,68,158,17,11
C_388,43,4,21146,4037,492,94,19
C_3880,3,4,3360,912,1120,304,27
C_3881,1,3,345,73,345,73,21
C_3882,4,2,2560,601,640,150,23
C_3883,9,4,16270,3470,1808,386,21
C_3884,9,4,2285,502,254,56,22
C_3885,13,2,13362,2104,1028,162,16
C_3886,12,2,4584,621,382,52,14
C_3887,5,4,13542,1846,2708,369,14
C_3888,3,2,1207,582,402,194,48
C_3889,5,2,1145,519,229,104,45
C_389,4,4,429,98,107,25,23
C_3890,5,2,1145,519,229,104,45
C_3891,8,2,9300,2781,1163,348,30
C_3892,4,2,1057,109,264,27,10
C_3893,1,2,240,127,240,127,53
C_3894,8,4,4584,453,573,57,10
C_3895,9,4,2349,924,261,103,39
C_3896,11,2,4082,305,371,28,7
C_3897,1,2,6000,279,6000,279,5
C_3898,2,2,3545,285,1773,143,8
C_3899,5,2,1490,638,298,128,43
C_39,21,4,19862,1557,946,74,8
C_390,23,4,16188,4997,704,217,31
C_3900,2,2,1800,399,900,199,22
C_3901,1,1,3350,291,3350,291,9
C_3902,2,4,508,77,254,39,15
C_3903,4,2,2580,759,645,190,29
C_3904,2,2,950,224,475,112,24
C_3905,3,4,2820,92,940,31,3
C_3906,2,2,2484,486,1242,243,20
C_3907,14,2,10809,1197,772,85,11
C_3908,3,2,445,153,148,51,34
C_3909,4,2,5082,1053,1271,263,21
C_391,12,4,9321,1416,777,118,15
C_3910,4,2,923,368,231,92,40
C_3911,19,4,11910,3044,627,160,26
C_3912,3,2,1486,369,495,123,25
C_3913,2,2,863,512,431,256,59
C_3914,1,2,53,7,53,7,14
C_3915,7,2,3192,231,456,33,7
C_3916,1,2,250,127,250,127,51
C_3917,6,2,351,172,59,29,49
C_3918,20,4,11503,3130,575,157,27
C_3919,25,4,9919,2530,397,101,26
C_392,37,4,18731,3610,506,98,19
C_3920,41,4,39014,7260,952,177,19
C_3921,5,2,5847,1017,1169,203,17
C_3922,3,2,720,401,240,134,56
C_3923,5,2,2477,329,495,66,13
C_3924,6,2,3289,1198,548,200,36
C_3925,1,2,136,74,136,74,55
C_3926,1,2,400,218,400,218,55
C_3927,11,4,15354,5028,1396,457,33
C_3928,1,2,140,33,140,33,23
C_3929,18,4,8361,2179,465,121,26
C_393,25,4,5566,1053,223,42,19
C_3930,6,2,1217,541,203,90,44
C_3931,3,2,881,197,294,66,22
C_3932,33,4,4770,1224,145,37,26
C_3933,2,2,3000,749,1500,375,25
C_3934,1,2,333,1,333,1,0
C_3935,1,2,243,23,243,23,10
C_3936,3,2,2995,574,998,191,19
C_3937,3,2,3573,219,1191,73,6
C_3938,13,2,7102,2105,546,162,30
C_3939,2,2,2042,82,1021,41,4
C_394,150,4,126287,24166,842,161,19
C_3940,20,4,18843,2358,942,118,13
C_3941,1,2,173,102,173,102,59
C_3942,1,2,1242,29,1242,29,2
C_3943,22,4,7122,1998,324,91,28
C_3944,3,2,6388,1202,2129,401,19
C_3945,3,2,1237,462,412,154,37
C_3946,6,4,2333,348,389,58,15
C_3947,11,4,12059,3190,1096,290,26
C_3948,8,2,6200,1374,775,172,22
C_3949,13,2,9563,2244,736,173,23
C_395,13,4,3861,578,297,44,15
C_3950,24,4,15172,2381,632,99,16
C_3951,24,4,14039,2106,585,88,15
C_3952,13,4,3995,922,307,71,23
C_3953,8,4,7588,499,948,62,7
C_3954,10,4,2778,420,278,42,15
C_3955,9,4,10797,1302,1200,145,12
C_3956,3,2,3370,1792,1123,597,53
C_3957,2,2,5111,692,2556,346,14
C_3958,63,4,86708,17565,1376,279,20
C_3959,2,2,330,30,165,15,9
C_396,76,4,179705,55612,2365,732,31
C_3960,4,2,525,170,131,42,32
C_3961,4,2,657,410,164,102,62
C_3962,1,2,95,0,95,0,0
C_3963,1,2,383,134,383,134,35
C_3964,2,2,987,716,494,358,73
C_3965,25,4,22576,5531,903,221,24
C_3966,5,2,2650,981,530,196,37
C_3967,16,2,7261,850,454,53,12
C_3968,8,4,4636,138,579,17,3
C_3969,23,4,157058,49401,6829,2148,31
C_397,48,4,52238,8234,1088,172,16
C_3970,17,2,4936,641,290,38,13
C_3971,8,4,4565,768,571,96,17
C_3972,27,4,8367,2516,310,93,30
C_3973,7,2,1432,500,205,71,35
C_3974,10,2,2097,542,210,54,26
C_3975,9,2,4675,1074,519,119,23
C_3976,9,2,5206,2023,578,225,39
C_3977,2,2,728,279,364,140,38
C_3978,2,2,300,14,150,7,5
C_3979,8,2,13960,550,1745,69,4
C_398,2,2,200,81,100,40,40
C_3980,9,4,2232,707,248,79,32
C_3981,23,4,14170,2794,616,121,20
C_3982,8,4,1931,252,241,31,13
C_3983,1,2,90,65,90,65,73
C_3984,6,2,790,227,132,38,29
C_3985,2,2,1860,851,930,426,46
C_3986,1,2,210,35,210,35,16
C_3987,2,2,543,73,271,37,14
C_3988,3,2,785,304,262,101,39
C_3989,2,2,365,114,183,57,31
C_399,51,4,22120,9670,434,190,44
C_3990,24,4,5989,1837,250,77,31
C_3991,12,4,13027,4159,1086,347,32
C_3992,5,2,5186,1577,1037,315,30
C_3993,2,2,132,67,66,33,51
C_3994,5,2,10532,904,2106,181,9
C_3995,2,2,1041,34,520,17,3
C_3996,3,2,1636,239,545,80,15
C_3997,2,2,1140,601,570,300,53
C_3998,1,2,42,21,42,21,49
C_3999,4,4,4386,801,1097,200,18
C_4,13,4,5132,757,395,58,15
C_40,49,2,37893,6112,773,125,16
C_400,29,4,6916,1807,238,62,26
C_4000,13,4,3654,902,281,69,25
C_4001,1,2,1595,728,1595,728,46
C_4002,3,1,620,235,207,78,38
C_4003,7,2,3494,1299,499,186,37
C_4004,5,2,10532,904,2106,181,9
C_4005,1,2,1080,249,1080,249,23
C_4006,1,2,75,13,75,13,18
C_4007,16,2,59650,11398,3728,712,19
C_4008,2,2,2129,752,1065,376,35
C_4009,1,2,14000,7690,14000,7690,55
C_401,8,4,2129,252,266,32,12
C_4010,5,2,5298,2354,1060,471,44
C_4011,23,4,13500,3480,587,151,26
C_4012,3,4,322,46,107,15,14
C_4013,2,4,440,123,220,61,28
C_4014,2,2,1040,97,520,49,9
C_4015,4,2,1485,642,371,160,43
C_4016,3,2,1298,574,433,191,44
C_4017,28,4,20915,4226,747,151,20
C_4018,2,2,1020,121,510,60,12
C_4019,4,2,876,425,219,106,49
C_402,11,2,3694,750,336,68,20
C_4020,1,3,1143,597,1143,597,52
C_4021,21,2,8737,1121,416,53,13
C_4022,3,2,5858,1243,1953,414,21
C_4023,1,2,1975,135,1975,135,7
C_4024,1,2,2765,188,2765,188,7
C_4025,6,2,1948,365,325,61,19
C_4026,23,2,17917,4521,779,197,25
C_4027,4,2,669,60,167,15,9
C_4028,1,2,1680,557,1680,557,33
C_4029,19,2,13003,3489,684,184,27
C_403,2,2,980,385,490,193,39
C_4030,4,2,767,192,192,48,25
C_4031,3,2,805,476,268,159,59
C_4032,1,2,128,29,128,29,23
C_4033,8,2,5957,1992,745,249,33
C_4034,1,2,55,16,55,16,29
C_4035,1,2,675,315,675,315,47
C_4036,2,2,221,91,110,45,41
C_4037,2,2,221,91,110,45,41
C_4038,62,4,61367,13128,990,212,21
C_4039,2,2,2380,133,1190,67,6
C_404,42,4,15712,2599,374,62,17
C_4040,7,2,4517,604,645,86,13
C_4041,2,2,3623,37,1811,18,1
C_4042,7,2,5085,1348,726,193,27
C_4043,2,2,153,12,76,6,8
C_4044,7,2,16235,1629,2319,233,10
C_4045,2,2,1620,877,810,438,54
C_4046,1,2,270,48,270,48,18
C_4047,4,4,870,60,217,15,7
C_4048,1,2,66,33,66,33,50
C_4049,3,2,1700,702,567,234,41
C_405,15,4,19802,3012,1320,201,15
C_4050,3,2,525,257,175,86,49
C_4051,1,2,113,15,113,15,13
C_4052,4,2,14152,3400,3538,850,24
C_4053,2,2,470,106,235,53,23
C_4054,12,4,10132,2449,844,204,24
C_4055,1,2,1836,421,1836,421,23
C_4056,1,2,821,166,821,166,20
C_4057,19,4,7009,1188,369,63,17
C_4058,1,2,1133,389,1133,389,34
C_4059,1,2,162,56,162,56,34
C_406,3,2,540,88,180,29,16
C_4060,2,2,284,3,142,1,1
C_4061,24,2,52610,7121,2192,297,14
C_4062,7,4,1852,70,265,10,4
C_4063,9,4,7003,1024,778,114,15
C_4064,10,2,7578,1909,758,191,25
C_4065,4,4,534,18,134,4,3
C_4066,2,2,847,293,423,147,35
C_4067,1,2,259,89,259,89,34
C_4068,3,2,3016,201,1005,67,7
C_4069,46,4,53073,12171,1154,265,23
C_407,36,4,38439,8016,1068,223,21
C_4070,3,2,2213,1053,738,351,48
C_4071,2,2,396,137,198,68,34
C_4072,13,2,1163,300,89,23,26
C_4073,4,2,7584,1692,1896,423,22
C_4074,1,2,38160,757,38160,757,2
C_4075,1,2,10800,214,10800,214,2
C_4076,5,2,1429,224,286,45,16
C_4077,15,2,12509,5308,834,354,42
C_4078,17,4,25132,1667,1478,98,7
C_4079,2,2,472,100,236,50,21
C_408,9,4,2084,601,232,67,29
C_4080,17,4,25132,1671,1478,98,7
C_4081,21,2,10728,1403,511,67,13
C_4082,20,2,10728,1456,536,73,14
C_4083,4,2,3017,197,754,49,7
C_4084,4,2,4518,2002,1129,500,44
C_4085,1,2,1400,769,1400,769,55
C_4086,1,2,400,11,400,11,3
C_4087,1,2,520,135,520,135,26
C_4088,5,2,2423,1018,485,204,42
C_4089,1,2,915,106,915,106,12
C_409,29,2,5831,1593,201,55,27
C_4090,2,2,787,179,393,89,23
C_4091,3,1,1571,319,524,106,20
C_4092,13,2,9429,3999,725,308,42
C_4093,3,2,281,61,94,20,22
C_4094,1,2,240,89,240,89,37
C_4095,6,4,48319,960,8053,160,2
C_4096,47,4,39215,5747,834,122,15
C_4097,20,2,16531,3873,827,194,23
C_4098,8,4,19515,7128,2439,891,37
C_4099,24,4,25623,4470,1068,186,17
C_41,9,4,1714,632,190,70,37
C_410,43,4,37736,9434,878,219,25
C_4100,2,2,158,21,79,11,13
C_4101,14,4,11075,1292,791,92,12
C_4102,2,2,8037,2987,4019,1493,37
C_4103,1,2,285,71,285,71,25
C_4104,4,2,1120,231,280,58,21
C_4105,1,2,40,10,40,10,25
C_4106,10,2,1602,176,160,18,11
C_4107,3,2,623,45,208,15,7
C_4108,1,2,177,3,177,3,2
C_4109,2,2,12400,348,6200,174,3
C_411,57,4,28289,4567,496,80,16
C_4110,11,4,3562,864,324,79,24
C_4111,1,2,2490,1679,2490,1679,67
C_4112,2,2,8640,1026,4320,513,12
C_4113,2,2,8668,961,4334,480,11
C_4114,28,4,97812,16552,3493,591,17
C_4115,1,2,640,25,640,25,4
C_4116,3,2,31906,3043,10635,1014,10
C_4117,5,4,1769,370,354,74,21
C_4118,6,4,11196,3909,1866,651,35
C_4119,2,2,2769,196,1385,98,7
C_412,156,4,113534,28218,728,181,25
C_4120,1,2,1028,59,1028,59,6
C_4121,2,2,169,6,85,3,4
C_4122,10,2,10684,2192,1068,219,21
C_4123,29,2,102679,10624,3541,366,10
C_4124,1,2,64,0,64,0,0
C_4125,13,2,4943,785,380,60,16
C_4126,1,2,288,172,288,172,60
C_4127,3,2,928,124,309,41,13
C_4128,4,2,8097,1835,2024,459,23
C_4129,1,2,297,70,297,70,24
C_413,11,4,4041,517,367,47,13
C_4130,5,2,5984,640,1197,128,11
C_4131,1,2,268,87,268,87,32
C_4132,8,2,4554,1625,569,203,36
C_4133,3,2,3245,186,1082,62,6
C_4134,1,1,900,156,900,156,17
C_4135,1,2,123,56,123,56,46
C_4136,17,2,15955,1892,939,111,12
C_4137,1,2,82,12,82,12,14
C_4138,4,2,1601,316,400,79,20
C_4139,1,2,442,11,442,11,2
C_414,34,2,23547,3830,693,113,16
C_4140,24,4,25970,4334,1082,181,17
C_4141,4,2,11363,578,2841,145,5
C_4142,5,2,1845,413,369,83,22
C_4143,1,2,1500,454,1500,454,30
C_4144,1,2,660,247,660,247,37
C_4145,1,2,1060,429,1060,429,41
C_4146,2,2,647,268,323,134,41
C_4147,1,2,400,6,400,6,2
C_4148,6,2,2447,501,408,84,20
C_4149,3,3,45969,43788,15323,14596,95
C_415,28,4,10319,950,369,34,9
C_4150,1,2,4930,161,4930,161,3
C_4151,1,2,4930,161,4930,161,3
C_4152,24,2,8705,2126,363,89,24
C_4153,3,2,994,349,331,116,35
C_4154,16,4,11816,4839,738,302,41
C_4155,5,4,2294,363,459,73,16
C_4156,3,4,506,123,169,41,24
C_4157,1,2,271,69,271,69,25
C_4158,5,2,15731,4035,3146,807,26
C_4159,12,4,2732,523,228,44,19
C_416,46,4,28163,5138,612,112,18
C_4160,12,2,23892,2846,1991,237,12
C_4161,3,2,850,488,283,163,57
C_4162,22,2,7634,1542,347,70,20
C_4163,5,2,11928,746,2386,149,6
C_4164,18,2,8259,2120,459,118,26
C_4165,9,2,3711,1451,412,161,39
C_4166,1,2,73,19,73,19,26
C_4167,2,2,114,31,57,16,27
C_4168,6,2,1435,464,239,77,32
C_4169,4,2,2760,1016,690,254,37
C_417,82,4,30681,3685,374,45,12
C_4170,1,2,7,1,7,1,15
C_4171,1,2,7,1,7,1,15
C_4172,3,2,311,126,104,42,40
C_4173,1,2,464,39,464,39,8
C_4174,7,2,7424,1259,1061,180,17
C_4175,9,2,9827,3079,1092,342,31
C_4176,1,2,80,1,80,1,1
C_4177,5,4,3871,477,774,95,12
C_4178,1,2,69,8,69,8,11
C_4179,11,4,2528,1113,230,101,44
C_418,76,4,62011,8683,816,114,14
C_4180,22,4,11905,4353,541,198,37
C_4181,10,2,14860,4668,1486,467,31
C_4182,14,4,4424,1889,316,135,43
C_4183,24,4,10360,2039,432,85,20
C_4184,25,4,10421,2063,417,83,20
C_4185,2,2,715,168,358,84,23
C_4186,3,4,883,182,294,61,21
C_4187,10,4,2897,454,290,45,16
C_4188,6,2,1060,165,177,27,16
C_4189,1,2,4,0,4,0,6
C_419,56,4,85980,12869,1535,230,15
C_4190,8,2,4474,1853,559,232,41
C_4191,9,2,14425,3984,1603,443,28
C_4192,3,2,3525,1012,1175,337,29
C_4193,15,4,5938,1251,396,83,21
C_4194,5,2,538,123,108,25,23
C_4195,4,2,912,647,228,162,71
C_4196,2,2,1170,421,585,210,36
C_4197,2,4,4305,1696,2153,848,39
C_4198,8,4,5823,591,728,74,10
C_4199,6,2,8442,1166,1407,194,14
C_42,62,4,121991,20451,1968,330,17
C_420,16,4,9686,1957,605,122,20
C_4200,4,2,572,98,143,24,17
C_4201,5,4,703,173,141,35,25
C_4202,6,2,514,146,86,24,28
C_4203,9,4,1651,430,183,48,26
C_4204,7,4,8933,2339,1276,334,26
C_4205,1,2,15532,797,15532,797,5
C_4206,16,4,15108,1058,944,66,7
C_4207,1,2,4080,1033,4080,1033,25
C_4208,1,2,173,18,173,18,11
C_4209,1,2,164,18,164,18,11
C_421,2,2,840,57,420,29,7
C_4210,8,4,1568,334,196,42,21
C_4211,1,2,6,3,6,3,47
C_4212,1,2,1104,291,1104,291,26
C_4213,2,1,23600,102,11800,51,0
C_4214,15,4,3232,374,215,25,12
C_4215,9,2,2021,348,225,39,17
C_4216,3,2,1301,773,434,258,59
C_4217,10,4,2176,526,218,53,24
